member_name,member_start_date,member_end_date,political_party,administrative_region,gender,name
κορκολοπουλος διονυσιου βασιλειος,1996-09-22,2000-03-14,νεα δημοκρατια,ηλειας,male,basileios_korkolopoulos
κορκολοπουλος διονυσιου βασιλειος,2000-04-09,2004-02-11,νεα δημοκρατια,ηλειας,male,basileios_korkolopoulos
κοροβεσης χριστου περικλης-ηλιας,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male,periklis-ilias_korobesis
αναγνωστοπουλος θεοδωρου γεωργιος,2007-09-16,2009-09-07,νεα δημοκρατια,καρδιτσας,male,georgios_anagnostopoulos
αναγνωστοπουλος θεοδωρου γεωργιος,2013-12-11,2014-12-31,νεα δημοκρατια,καρδιτσας,male,georgios_anagnostopoulos
κορτσαρης χαραλαμπους νικολαος,2000-04-09,2004-02-11,νεα δημοκρατια,φλωρινας,male,nikolaos_kortsaris
κορτσαρης χαραλαμπους νικολαος,2004-03-07,2007-08-18,νεα δημοκρατια,φλωρινας,male,nikolaos_kortsaris
κοσιωνης ανδρεα παναγιωτης,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,αχαιας,male,panagiotis_kosionis
κοσιωνης ανδρεα παναγιωτης,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,αχαιας,male,panagiotis_kosionis
κοσιωνης ανδρεα παναγιωτης,1991-07-16,1993-09-11,κομμουνιστικο κομμα ελλαδας,αχαιας,male,panagiotis_kosionis
κοσιωνης ανδρεα παναγιωτης,1990-04-08,1991-07-15,συνασπισμος της αριστερας των κινηματων και της οικολογιας,αχαιας,male,panagiotis_kosionis
κοσιωνης ανδρεα παναγιωτης,2000-04-09,2004-02-11,κομμουνιστικο κομμα ελλαδας,αχαιας,male,panagiotis_kosionis
κοσιωνης ανδρεα παναγιωτης,2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,αχαιας,male,panagiotis_kosionis
κοσμιδης γεωργιου ιωαννης,2007-09-16,2009-09-07,νεα δημοκρατια,χιου,male,ioannis_kosmidis
κοσμιδης ιωαννη σωκρατης,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male,sokratis_kosmidis
κοσσυβακης γεωργιου δημητριος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αρτας,male,dimitrios_kossubakis
κοσσυβακης γεωργιου δημητριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αρτας,male,dimitrios_kossubakis
κοτζιας αγγελου νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male,nikolaos_kotzias
κοτιδης στυλιανου βασιλειος,2023-05-21,2023-05-29,ελληνικη λυση - κυριακος βελοπουλος,ημαθιας,male,basileios_kotidis
κοτιδης στυλιανου βασιλειος,2023-06-25,2023-11-13,ελληνικη λυση - κυριακος βελοπουλος,ημαθιας,male,basileios_kotidis
κοτρωνιας νικολαου γεωργιος,2019-07-07,2023-04-22,ανεξαρτητοι (εκτος κομματος),φθιωτιδας,male,georgios_kotronias
κοτρωνιας νικολαου γεωργιος,2023-06-25,2023-11-13,νεα δημοκρατια,φθιωτιδας,male,georgios_kotronias
κοτσωνης θρασυβουλου θεοδωρος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,male,theodoros_kotsonis
κοτσωνης θρασυβουλου θεοδωρος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,male,theodoros_kotsonis
κοτσωνης θρασυβουλου θεοδωρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,male,theodoros_kotsonis
κοτσωνης θρασυβουλου θεοδωρος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,male,theodoros_kotsonis
κοτσωνης θρασυβουλου θεοδωρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,male,theodoros_kotsonis
κουβελα δημητριου φωτεινη,2014-05-05,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,female,foteini_koubela
αναγνωστοπουλου πετρου αθανασια (σια),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,female,athanasia_anagnostopoulou
αναγνωστοπουλου πετρου αθανασια (σια),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,female,athanasia_anagnostopoulou
αναγνωστοπουλου πετρου αθανασια (σια),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,female,athanasia_anagnostopoulou
αναγνωστοπουλου πετρου αθανασια (σια),2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αχαιας,female,athanasia_anagnostopoulou
αναγνωστοπουλου πετρου αθανασια (σια),2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αχαιας,female,athanasia_anagnostopoulou
κουβελας δημητριου σωτηριος,1989-06-18,1989-10-12,νεα δημοκρατια,α' θεσσαλονικης,male,sotirios_koubelas
κουβελας δημητριου σωτηριος,1989-11-05,1990-03-12,νεα δημοκρατια,α' θεσσαλονικης,male,sotirios_koubelas
κουβελας δημητριου σωτηριος,1990-04-08,1993-09-11,νεα δημοκρατια,α' θεσσαλονικης,male,sotirios_koubelas
κουβελας δημητριου σωτηριος,1993-10-10,1996-08-24,νεα δημοκρατια,α' θεσσαλονικης,male,sotirios_koubelas
κουβελας δημητριου σωτηριος,1998-12-21,2000-03-14,νεα δημοκρατια,α' θεσσαλονικης,male,sotirios_koubelas
κουβελας δημητριου σωτηριος,2000-04-09,2004-02-11,νεα δημοκρατια,α' θεσσαλονικης,male,sotirios_koubelas
κουβελας σωτηριου δημητριος,2019-07-07,2023-04-22,νεα δημοκρατια,α' θεσσαλονικης,male,dimitrios_koubelas
κουβελας σωτηριου δημητριος,2023-05-21,2023-05-29,νεα δημοκρατια,α' θεσσαλονικης,male,dimitrios_koubelas
κουβελας σωτηριου δημητριος,2023-06-25,2023-11-13,νεα δημοκρατια,α' θεσσαλονικης,male,dimitrios_koubelas
κουβελης ευαγγελου φωτιος-φανουριος,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male,fotios-fanourios_koubelis
κουβελης ευαγγελου φωτιος-φανουριος,1990-04-08,1993-09-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male,fotios-fanourios_koubelis
κουβελης ευαγγελου φωτιος-φανουριος,1996-09-22,2000-03-14,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male,fotios-fanourios_koubelis
κουβελης ευαγγελου φωτιος-φανουριος,2000-04-09,2004-02-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male,fotios-fanourios_koubelis
κουβελης ευαγγελου φωτιος-φανουριος,2004-03-07,2007-08-18,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,fotios-fanourios_koubelis
κουβελης ευαγγελου φωτιος-φανουριος,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,fotios-fanourios_koubelis
κουβελης ευαγγελου φωτιος-φανουριος,2012-03-26,2012-04-11,δημοκρατικη αριστερα,β' αθηνων,male,fotios-fanourios_koubelis
κουβελης ευαγγελου φωτιος-φανουριος,2010-06-09,2012-03-25,ανεξαρτητοι (εκτος κομματος),β' αθηνων,male,fotios-fanourios_koubelis
κουβελης ευαγγελου φωτιος-φανουριος,2009-10-04,2010-06-08,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,fotios-fanourios_koubelis
κουβελης ευαγγελου φωτιος-φανουριος,2012-05-06,2012-05-19,δημοκρατικη αριστερα,β' αθηνων,male,fotios-fanourios_koubelis
κουβελης ευαγγελου φωτιος-φανουριος,2012-06-17,2014-12-31,δημοκρατικη αριστερα,β' αθηνων,male,fotios-fanourios_koubelis
κουβελης σταυρου σπυριδων,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male,spuridon_koubelis
κουβελης σταυρου σπυριδων,2012-02-12,2012-04-11,ανεξαρτητοι (εκτος κομματος),α' αθηνων,male,spuridon_koubelis
κουβελης σταυρου σπυριδων,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male,spuridon_koubelis
κουζηλος παναγιωτη νικολαος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,α' πειραιως,male,nikolaos_kouzilos
κουζηλος παναγιωτη νικολαος,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,α' πειραιως,male,nikolaos_kouzilos
κουζηλος παναγιωτη νικολαος,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,α' πειραιως,male,nikolaos_kouzilos
κουζηλος παναγιωτη νικολαος,2015-09-20,2019-06-11,λαικος συνδεσμος - χρυση αυγη,α' πειραιως,male,nikolaos_kouzilos
κουζιακη παναγιωτη θεοδωρα ματινα (τινα),2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,κοζανης,female,theodora_kouziaki
κουικ φιλιππου τερενς-σπενσερ-νικολαος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,επικρατειας,male,terens-spenser-nikolaos_kouik
κουικ φιλιππου τερενς-σπενσερ-νικολαος,2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,επικρατειας,male,terens-spenser-nikolaos_kouik
κουικ φιλιππου τερενς-σπενσερ-νικολαος,2019-02-11,2019-06-11,ανεξαρτητοι (εκτος κομματος),β' αθηνων,male,terens-spenser-nikolaos_kouik
κουκοδημος γεωργιου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,πιεριας,male,konstantinos_koukodimos
κουκοδημος γεωργιου κωνσταντινος,2009-10-04,2012-04-11,νεα δημοκρατια,πιεριας,male,konstantinos_koukodimos
κουκοδημος γεωργιου κωνσταντινος,2012-05-06,2012-05-19,νεα δημοκρατια,πιεριας,male,konstantinos_koukodimos
κουκοδημος γεωργιου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,πιεριας,male,konstantinos_koukodimos
κουκοδημος γεωργιου κωνσταντινος,2015-01-25,2015-08-28,νεα δημοκρατια,πιεριας,male,konstantinos_koukodimos
κουκοδημος γεωργιου κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,πιεριας,male,konstantinos_koukodimos
κουκουλοπουλος δημητριου παρασκευας (παρις),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,paraskeuas_koukoulopoulos
κουκουλοπουλος δημητριου παρασκευας (παρις),2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,paraskeuas_koukoulopoulos
κουκουλοπουλος δημητριου παρασκευας (παρις),2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,paraskeuas_koukoulopoulos
