member_name,role,role_start_date,role_end_date,gender,name
φιλιππος πετσαλνικος,αναπληρωτης υπουργος εθνικης παιδειας και θρησκευματων,08/07/1994,22/01/1996,male,filippos_petsalnikos
φιλιππος πετσαλνικος,υπουργος μακεδονιας-θρακης,22/01/1996,25/09/1996,male,filippos_petsalnikos
φιλιππος πετσαλνικος,υπουργος δημοσιας ταξης,30/10/1998,19/02/1999,male,filippos_petsalnikos
φιλιππος πετσαλνικος,υπουργος μακεδονιας-θρακης,25/09/1996,30/10/1998,male,filippos_petsalnikos
φιλιππος πετσαλνικος,υφυπουργος εθνικης παιδειας και θρησκευματων,13/04/2000,24/10/2001,male,filippos_petsalnikos
φιλιππος πετσαλνικος,υπουργος δικαιοσυνης,24/10/2001,10/03/2004,male,filippos_petsalnikos
φιλιππος σαχινιδης,υφυπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/10/2009,17/06/2011,male,filippos_saxinidis
φιλιππος σαχινιδης,αναπληρωτης υπουργος οικονομικων,17/06/2011,11/11/2011,male,filippos_saxinidis
φιλιππος σαχινιδης,υπουργος οικονομικων,21/03/2012,17/05/2012,male,filippos_saxinidis
φιλιππος σαχινιδης,αναπληρωτης υπουργος οικονομικων,11/11/2011,21/03/2012,male,filippos_saxinidis
φιλιππος σπυροπουλος,υπουργος δικαιοσυνης,26/05/2023,07/06/2023,male,filippos_spuropoulos
φιλιππος τσαλιδης,υφυπουργος εσωτερικων και διοικητικης ανασυγκροτησης,28/08/2015,21/09/2015,male,filippos_tsalidis
φλωρος κωνσταντινου,υφυπουργος γεωργιας,13/10/1993,15/09/1995,male,floros_konstantinou
φοιβος ιωαννιδης,υφυπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,13/10/1993,15/09/1995,male,foibos_ioannidis
φοιβος ιωαννιδης,υφυπουργος βιομηχανιας ενεργειας και τεχνολογιας,22/01/1996,01/02/1996,male,foibos_ioannidis
φοιβος ιωαννιδης,υφυπουργος αναπτυξης,01/02/1996,25/09/1996,male,foibos_ioannidis
φοιβος ιωαννιδης,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,30/10/1998,13/04/2000,male,foibos_ioannidis
φραγκλινος παπαδελλης,υφυπουργος υγειας και προνοιας,22/01/1996,25/09/1996,male,fragklinos_papadellis
φραγκουλης φραγκος,υπουργος εθνικης αμυνας,17/05/2012,21/06/2012,male,fragkoulis_fragkos
φωτεινη αραμπατζη,υφυπουργος αγροτικης αναπτυξης και τροφιμων,09/07/2019,31/08/2021,female,foteini_arampatzi
φωτεινη γεννηματα,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,07/10/2009,07/09/2010,female,foteini_gennimata
φωτεινη γεννηματα,αναπληρωτης υπουργος παιδειας δια βιου μαθησης και θρησκευματων,07/09/2010,11/11/2011,female,foteini_gennimata
φωτεινη γεννηματα,αναπληρωτης υπουργος εσωτερικων,11/11/2011,27/03/2012,female,foteini_gennimata
φωτεινη γεννηματα,αναπληρωτης υπουργος εθνικης αμυνας,25/06/2013,27/01/2015,female,foteini_gennimata
φωτεινη σκοπουλη,υφυπουργος υγειας,21/06/2012,25/06/2013,female,foteini_skopouli
φωτιος-φανουριος κουβελης,υπουργος δικαιοσυνης,02/07/1989,12/10/1989,male,fotios-fanourios_koubelis
φωτιος-φανουριος κουβελης,αναπληρωτης υπουργος εθνικης αμυνας,28/02/2018,29/08/2018,male,fotios-fanourios_koubelis
φωτιος-φανουριος κουβελης,υπουργος ναυτιλιας και νησιωτικης πολιτικης,29/08/2018,09/07/2019,male,fotios-fanourios_koubelis
χαραλαμπος αθανασιου,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,25/06/2013,27/01/2015,male,xaralampos_athanasiou
χαραλαμπος αθανασιου,αναπληρωτης υπουργος εσωτερικων,21/06/2012,25/06/2013,male,xaralampos_athanasiou
χαραλαμπος καστανιδης,αναπληρωτης υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,15/09/1995,22/01/1996,male,xaralampos_kastanidis
χαραλαμπος καστανιδης,υπουργος μεταφορων και επικοινωνιων,22/01/1996,25/09/1996,male,xaralampos_kastanidis
χαραλαμπος καστανιδης,υπουργος μεταφορων και επικοινωνιων,25/09/1996,02/09/1997,male,xaralampos_kastanidis
χαραλαμπος καστανιδης,υπουργος μακεδονιας-θρακης,07/07/2003,10/03/2004,male,xaralampos_kastanidis
χαραλαμπος καστανιδης,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,07/10/2009,17/06/2011,male,xaralampos_kastanidis
χαραλαμπος καστανιδης,υπουργος εσωτερικων,27/06/2011,11/11/2011,male,xaralampos_kastanidis
χαραλαμπος λαλουσης,υπουργος προστασιας του πολιτη,26/05/2023,07/06/2023,male,xaralampos_lalousis
χαραλαμπος παμπουκης,υπουργος επικρατειας,07/10/2009,17/06/2011,male,xaralampos_pampoukis
χαραλαμπος παμπουκης,αναπληρωτης υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,27/06/2011,26/08/2011,male,xaralampos_pampoukis
χαραλαμπος-σταυρος κοντονης,υφυπουργος πολιτισμου παιδειας και θρησκευματων,27/01/2015,27/08/2015,male,xaralampos-stauros_kontonis
χαραλαμπος-σταυρος κοντονης,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,05/11/2016,29/08/2018,male,xaralampos-stauros_kontonis
χαραλαμπος-σταυρος κοντονης,υφυπουργος πολιτισμου και αθλητισμου,23/09/2015,05/11/2016,male,xaralampos-stauros_kontonis
χρηστος αηδονης,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,07/09/2010,11/11/2011,male,xristos_aidonis
χρηστος βερελης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,25/09/1996,13/04/2000,male,xristos_berelis
χρηστος βερελης,υπουργος μεταφορων και επικοινωνιων,13/04/2000,10/03/2004,male,xristos_berelis
χρηστος γεραρης,υπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,17/05/2012,21/06/2012,male,xristos_geraris
χρηστος ζωης,υφυπουργος εσωτερικων,19/09/2007,07/10/2009,male,xristos_zois
χρηστος ζωης,αναπληρωτης υπουργος οικονομιας υποδομων ναυτιλιας και τουρισμου,28/08/2015,21/09/2015,male,xristos_zois
χρηστος θεοδωρου,υφυπουργος αναπτυξης,24/10/2001,07/07/2003,male,xristos_theodorou
χρηστος κατσιγιαννης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,08/08/1991,13/10/1993,male,xristos_katsigiannis
χρηστος κιττας,υπουργος υγειας και κοινωνικης αλληλεγγυης,17/05/2012,21/06/2012,male,xristos_kittas
χρηστος κιττας,υπουργος παιδειας και θρησκευματων,26/05/2023,07/06/2023,male,xristos_kittas
χρηστος κοκκινοβασιλης,υφυπουργος μεταφορων και επικοινωνιων,15/09/1994,22/01/1996,male,xristos_kokkinobasilis
χρηστος κοσκινας,υφυπουργος γεωργιας,08/08/1991,27/11/1992,male,xristos_koskinas
χρηστος κοσκινας,υπουργος γεωργιας,27/11/1992,13/10/1993,male,xristos_koskinas
χρηστος μαρκογιαννακης,υφυπουργος δημοσιας ταξης,10/03/2004,11/01/2006,male,xristos_markogiannakis
χρηστος μαρκογιαννακης,αναπληρωτης υπουργος εσωτερικων,08/01/2009,07/10/2009,male,xristos_markogiannakis
χρηστος παπουτσης,υπουργος εμπορικης ναυτιλιας,13/04/2000,24/10/2001,male,xristos_papoutsis
χρηστος παπουτσης,υπουργος προστασιας του πολιτη,07/09/2010,11/11/2011,male,xristos_papoutsis
χρηστος παπουτσης,υπουργος προστασιας του πολιτη,11/11/2011,07/03/2012,male,xristos_papoutsis
χρηστος παχτας,υφυπουργος βιομηχανιας ενεργειας και τεχνολογιας,13/10/1993,08/07/1994,male,xristos_paxtas
χρηστος παχτας,υφυπουργος εθνικης οικονομιας,22/01/1996,25/09/1996,male,xristos_paxtas
χρηστος παχτας,υφυπουργος εθνικης οικονομιας,25/09/1996,13/04/2000,male,xristos_paxtas
χρηστος παχτας,υφυπουργος εθνικης οικονομιας,13/04/2000,26/01/2004,male,xristos_paxtas
χρηστος πρωτοπαπας,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,25/09/1996,13/04/2000,male,xristos_protopapas
χρηστος πρωτοπαπας,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,13/04/2000,24/10/2001,male,xristos_protopapas
χρηστος πρωτοπαπας,υπουργος τυπου και μεσων μαζικης ενημερωσης,24/10/2001,13/02/2004,male,xristos_protopapas
χρηστος ροζακης,υφυπουργος εξωτερικων,25/09/1996,03/02/1997,male,xristos_rozakis
χρηστος ροκοφυλλος,αναπληρωτης υπουργος βιομηχανιας ενεργειας και τεχνολογιας,08/07/1994,15/09/1995,male,xristos_rokofullos
χρηστος ροκοφυλλος,αναπληρωτης υπουργος εξωτερικων,21/09/1999,13/04/2000,male,xristos_rokofullos
χρηστος σπιρτζης,αναπληρωτης υπουργος οικονομιας υποδομων ναυτιλιας και τουρισμου,21/03/2015,27/08/2015,male,xristos_spirtzis
χρηστος σπιρτζης,υπουργος υποδομων μεταφορων και δικτυων,23/09/2015,05/11/2016,male,xristos_spirtzis
χρηστος σπιρτζης,υπουργος υποδομων και μεταφορων,05/11/2016,09/07/2019,male,xristos_spirtzis
χρηστος σταικουρας,αναπληρωτης υπουργος οικονομικων,21/06/2012,27/01/2015,male,xristos_staikouras
χρηστος σταικουρας,υπουργος οικονομικων,09/07/2019,26/05/2023,male,xristos_staikouras
