member_name,member_start_date,member_end_date,political_party,administrative_region,gender
τσιαρας αλεξανδρου κωνσταντινος,2012-05-06,2012-05-19,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2015-01-25,2015-08-28,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2019-07-07,2023-04-22,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2023-05-21,2023-05-29,νεα δημοκρατια,καρδιτσας,male
τσιαρας αλεξανδρου κωνσταντινος,2023-06-25,2023-11-13,νεα δημοκρατια,καρδιτσας,male
τσιαρτσιωνης γεωργιου νικολαος,1996-09-22,2000-03-14,νεα δημοκρατια,κοζανης,male
τσιαρτσιωνης γεωργιου νικολαος,2000-04-09,2004-02-11,νεα δημοκρατια,κοζανης,male
τσιαρτσιωνης γεωργιου νικολαος,2004-03-07,2007-08-18,νεα δημοκρατια,κοζανης,male
τσιαρτσιωνης γεωργιου νικολαος,2007-09-16,2009-09-07,νεα δημοκρατια,κοζανης,male
τσιγκρης αντωνιου αγγελος,2019-07-07,2023-04-22,νεα δημοκρατια,αχαιας,male
τσικαρδανη αλεξανδρου θεοδωρα,2012-05-06,2012-05-19,δημοκρατικη αριστερα,κοζανης,female
τσιλιγγιρης γεωργιου σπυριδων (σπυρος),2019-07-07,2023-04-22,νεα δημοκρατια,ξανθης,male
τσιλιγγιρης γεωργιου σπυριδων (σπυρος),2023-05-21,2023-05-29,νεα δημοκρατια,ξανθης,male
τσιλιγγιρης γεωργιου σπυριδων (σπυρος),2023-06-25,2023-11-13,νεα δημοκρατια,ξανθης,male
τσιλικας χαραλαμπους βασιλειος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας,male
τσιλικας χαραλαμπους βασιλειος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας,male
τσιμαρης παναγιωτη ιωαννης,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,ιωαννινων,male
τσιμαρης παναγιωτη ιωαννης,2023-06-25,2023-11-13,πασοκ - κινημα αλλαγης,ιωαννινων,male
τσιμας δημητριου κωνσταντινος,2000-04-09,2001-07-12,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
τσιμας δημητριου κωνσταντινος,2004-03-07,2005-11-29,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
βαλαβανη γεωργιου ολγα-ναντια,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,female
βαλαβανη γεωργιου ολγα-ναντια,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,female
βαλαβανη γεωργιου ολγα-ναντια,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,female
τσιογκας βασιλειου δημητριος,2001-02-01,2004-02-11,κομμουνιστικο κομμα ελλαδας,λαρισας,male
τσιογκας βασιλειου δημητριος,2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,λαρισας,male
τσιογκας βασιλειου δημητριος,2007-09-16,2008-05-23,κομμουνιστικο κομμα ελλαδας,λαρισας,male
τσιοκας δημητριου θεοχαρης (χαρης),1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσιοκας δημητριου θεοχαρης (χαρης),2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσιοκας δημητριου θεοχαρης (χαρης),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσιοκας δημητριου θεοχαρης (χαρης),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσιοκας δημητριου θεοχαρης (χαρης),2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
τσιουπλακης ελευθεριου κωνσταντινος,1989-01-01,1989-06-02,νεα δημοκρατια,χαλκιδικης,male
τσιπλακης αθανασιου κωνσταντινος,2000-04-09,2004-02-11,νεα δημοκρατια,σερρων,male
τσιπλακης αθανασιου κωνσταντινος,2004-03-07,2007-08-18,νεα δημοκρατια,σερρων,male
τσιπλακος ιωαννη αριστειδης,1989-01-01,1989-06-02,νεα δημοκρατια,βοιωτιας,male
τσιπλακος ιωαννη αριστειδης,1989-06-18,1989-10-12,νεα δημοκρατια,βοιωτιας,male
τσιπλακος ιωαννη αριστειδης,1989-11-05,1990-03-12,νεα δημοκρατια,βοιωτιας,male
τσιπλακος ιωαννη αριστειδης,1990-04-08,1993-09-11,νεα δημοκρατια,βοιωτιας,male
τσιπλακος ιωαννη αριστειδης,1993-10-10,1996-08-24,νεα δημοκρατια,βοιωτιας,male
τσιπλακος ιωαννη αριστειδης,2000-04-09,2004-02-11,νεα δημοκρατια,βοιωτιας,male
τσιπρας ηρακλη γεωργιος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,β' δυτικης αττικης,male
τσιπρας ηρακλη γεωργιος,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β' δυτικης αττικης,male
τσιπρας παυλου αλεξιος,2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
τσιπρας παυλου αλεξιος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
τσιπρας παυλου αλεξιος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
τσιπρας παυλου αλεξιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
τσιπρας παυλου αλεξιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
τσιπρας παυλου αλεξιος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,male
τσιπρας παυλου αλεξιος,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,α' πειραιως,male
τσιπρας παυλου αλεξιος,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,α' πειραιως,male
τσιπρας σταυρου βασιλης,2000-04-09,2004-02-11,νεα δημοκρατια,ευρυτανιας,male
τσιρκας δημητριου βασιλειος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αρτας,male
τσιρκας δημητριου βασιλειος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,αρτας,male
τσιρωνης γεωργιου ιωαννης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
βαληνακης γεωργιου ιωαννης,2004-03-07,2007-08-18,νεα δημοκρατια,επικρατειας,male
βαληνακης γεωργιου ιωαννης,2007-09-16,2009-09-07,νεα δημοκρατια,δωδεκανησου,male
τσιρωνης μιχαηλ δημητριος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,αρτας,male
τσιρωνης μιχαηλ δημητριος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αρτας,male
τσιρωνης μιχαηλ σπυριδων,2023-06-25,2023-11-13,δημοκρατικο πατριωτικο κινημα νικη,αχαιας,male
τσιτουριδης κυριακου σαββας,1996-09-22,2000-03-14,νεα δημοκρατια,κιλκις,male
τσιτουριδης κυριακου σαββας,2000-04-09,2004-02-11,νεα δημοκρατια,κιλκις,male
τσιτουριδης κυριακου σαββας,2004-03-07,2007-08-18,νεα δημοκρατια,κιλκις,male
τσιτουριδης κυριακου σαββας,2007-09-16,2009-09-07,νεα δημοκρατια,κιλκις,male
τσογκας παυλου γεωργιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,κορινθιας,male
τσοκανης νικολαου χρηστος,2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,β' δυτικης αττικης,male
τσοκανης νικολαου χρηστος,2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,β' δυτικης αττικης,male
τσοκλη κωνσταντινου μαρια-γλυκερια (μαγια),2009-10-04,2012-02-13,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female
τσονογλου-βυλλιωτη παρασχου βασιλικη,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας,female
τσουδερου εμμανουηλ βιργινια,1989-01-01,1989-06-02,νεα δημοκρατια,επικρατειας,female
τσουδερου εμμανουηλ βιργινια,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων,female
τσουδερου εμμανουηλ βιργινια,1989-11-05,1990-03-12,νεα δημοκρατια,επικρατειας,female
τσουδερου εμμανουηλ βιργινια,1990-04-08,1993-09-11,νεα δημοκρατια,επικρατειας,female
τσουκαλας αγγελου κωνσταντινος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male
τσουκαλας βασιλειου δημητριος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male
τσουκαλης σπυριδωνος νικολαος,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,male
τσουκαλης σπυριδωνος νικολαος,2012-03-26,2012-04-11,δημοκρατικη αριστερα,αχαιας,male
τσουκαλης σπυριδωνος νικολαος,2010-06-09,2012-03-25,ανεξαρτητοι (εκτος κομματος),αχαιας,male
τσουκαλης σπυριδωνος νικολαος,2009-10-04,2010-06-08,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,male
τσουκαλης σπυριδωνος νικολαος,2012-05-06,2012-05-19,δημοκρατικη αριστερα,αχαιας,male
τσουκαλης σπυριδωνος νικολαος,2012-06-17,2014-12-31,δημοκρατικη αριστερα,αχαιας,male
τσουκατος εμμανουηλ θεοδωρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
τσουμανη-σπεντζα λαμπρου ευγενια,2009-10-04,2012-04-11,νεα δημοκρατια,επικρατειας,female
τσουμανης αχιλλεα δημητριος,2009-10-04,2012-04-11,νεα δημοκρατια,πρεβεζας,male
τσουμανης αχιλλεα δημητριος,2012-05-06,2012-05-19,νεα δημοκρατια,πρεβεζας,male
τσουμανης αχιλλεα δημητριος,2012-06-17,2014-12-31,νεα δημοκρατια,πρεβεζας,male
τσουρας αγγελου αθανασιος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,1990-04-08,1991-01-16,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,2009-05-22,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρας αγγελου αθανασιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
τσουρη στεφανου ελπιδα,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,χιου,female
τσουρη στεφανου ελπιδα,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,χιου,female
τσουρη στεφανου ελπιδα,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,χιου,female
τσουρη στεφανου ελπιδα,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,χιου,female
τσουρνος ηλια γεωργιος,2000-04-09,2004-02-11,νεα δημοκρατια,αργολιδος,male
βαλτογιαννης σωτηριου διονυσιος,2023-06-25,2023-11-13,σπαρτιατες,αιτωλοακαρνανιας,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
τσωνης αθανασιου νικολαος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
τσωνης αθανασιου νικολαος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
τσωνης αθανασιου νικολαος,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,φθιωτιδας,male
υψηλαντης αναστασιου βασιλειος-νικολαος,2012-05-06,2012-05-19,νεα δημοκρατια,δωδεκανησου,male
υψηλαντης αναστασιου βασιλειος-νικολαος,2012-06-17,2014-12-31,νεα δημοκρατια,δωδεκανησου,male
υψηλαντης αναστασιου βασιλειος-νικολαος,2019-07-07,2023-04-22,νεα δημοκρατια,δωδεκανησου,male
υψηλαντης αναστασιου βασιλειος-νικολαος,2023-06-25,2023-11-13,νεα δημοκρατια,δωδεκανησου,male
φαμελλος πετρου σωκρατης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' θεσσαλονικης,male
φαμελλος πετρου σωκρατης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' θεσσαλονικης,male
φαμελλος πετρου σωκρατης,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,β' θεσσαλονικης,male
φαμελλος πετρου σωκρατης,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β' θεσσαλονικης,male
φαμελλος πετρου σωκρατης,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β' θεσσαλονικης,male
φαρακος κωνσταντινου γρηγοριος,1989-01-01,1989-06-02,κομμουνιστικο κομμα ελλαδας,α' αθηνων,male
φαρακος κωνσταντινου γρηγοριος,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male
φαρακος κωνσταντινου γρηγοριος,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male
φαρακος κωνσταντινου γρηγοριος,1990-04-08,1993-09-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male
φαρμακη-γκεκη γεωργιου αικατερινη,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,female
φαρμακης ιωαννη νικολαος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φαρμακης ιωαννη νικολαος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φαρμακης ιωαννη νικολαος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φαρμακης ιωαννη νικολαος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φαρμακης ιωαννη νικολαος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φασουλας ιωαννη παναγιωτης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,α' πειραιως,male
φερχατ ναζηφ οζγκιουρ,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,ροδοπης,male
φερχατ ναζηφ οζγκιουρ,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,ροδοπης,male
βαλυρακης ιωαν. ιωσηφ,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
βαλυρακης ιωαν. ιωσηφ,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,χανιων,male
φιλης αριστοτελη νικολαος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
φιλης αριστοτελη νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
φιλης αριστοτελη νικολαος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
φιλινη κωνσταντινου αννα,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,female
φιλιππιδης φιλιππου αργυριος,1989-01-01,1989-06-02,νεα δημοκρατια,μαγνησιας,male
φλαμπουραρης γερασιμου αλεξανδρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
φλαμπουραρης γερασιμου αλεξανδρος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male
φλωρακης ιωαννη χαριλαος,1989-01-01,1989-06-02,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
φλωρακης ιωαννη χαριλαος,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
φλωρακης ιωαννη χαριλαος,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
φλωρακης ιωαννη χαριλαος,1991-07-16,1993-09-11,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
φλωρακης ιωαννη χαριλαος,1990-04-08,1991-07-15,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
φλωριδης διαμαντη γεωργιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κιλκις,male
φλωριδης διαμαντη γεωργιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κιλκις,male
φλωριδης διαμαντη γεωργιος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,κιλκις,male
φλωριδης διαμαντη γεωργιος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,κιλκις,male
φλωριδης διαμαντη γεωργιος,2009-10-04,2011-06-16,πανελληνιο σοσιαλιστικο κινημα,κιλκις,male
φλωρινης δημητριου αθηναιος,2000-04-09,2004-02-11,νεα δημοκρατια,χαλκιδικης,male
φλωρινης δημητριου αθηναιος,2007-09-16,2008-12-03,νεα δημοκρατια,χαλκιδικης,male
φλωρος ευσταθιου κωνσταντινος,2023-09-05,2023-11-13,ανεξαρτητοι (εκτος κομματος),λαρισας,male
φλωρος ευσταθιου κωνσταντινος,2023-06-25,2023-09-04,σπαρτιατες,λαρισας,male
βαμβακα νικολαου ευγενια (τζενη),2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως,female
βαμβακα νικολαου ευγενια (τζενη),2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως,female
φλωρος ιωαννη νικολαος,1996-09-22,1997-07-10,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φλωρος ιωαννη νικολαος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φλωρος νικολαου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φλωρος νικολαου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φλωρος νικολαου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φλωρος νικολαου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φλωρος νικολαου ιωαννης,1993-10-10,1994-12-31,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
φορτσακης πετρου θεοδωρος,2015-01-25,2015-08-28,νεα δημοκρατια,επικρατειας,male
φορτσακης πετρου θεοδωρος,2015-09-20,2019-06-11,νεα δημοκρατια,επικρατειας,male
φορτωμας αριστοτελη φιλιππος,2019-07-07,2023-04-22,νεα δημοκρατια,κυκλαδων,male
φορτωμας αριστοτελη φιλιππος,2023-05-21,2023-05-29,νεα δημοκρατια,κυκλαδων,male
φορτωμας αριστοτελη φιλιππος,2023-06-25,2023-11-13,νεα δημοκρατια,κυκλαδων,male
φουντα νικολαου νικη,2012-05-06,2012-05-19,δημοκρατικη αριστερα,αιτωλοακαρνανιας,female
φουντα νικολαου νικη,2012-06-17,2014-12-31,δημοκρατικη αριστερα,αιτωλοακαρνανιας,female
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,1989-06-18,1989-10-12,νεα δημοκρατια,πελλης,female
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,1989-11-05,1990-03-10,νεα δημοκρατια,πελλης,female
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,1993-10-10,1996-08-24,νεα δημοκρατια,πελλης,female
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,1996-09-22,2000-03-14,νεα δημοκρατια,πελλης,female
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,2000-04-09,2004-02-11,νεα δημοκρατια,πελλης,female
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,2004-03-07,2007-08-18,νεα δημοκρατια,πελλης,female
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,2007-09-16,2009-09-07,νεα δημοκρατια,πελλης,female
φουρας αθανασιου ανδρεας,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male
φουρας αθανασιου ανδρεας,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male
φουρας αθανασιου ανδρεας,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male
φουρας αθανασιου ανδρεας,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male
φουρας αθανασιου ανδρεας,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male
φουρας αθανασιου ανδρεας,2004-03-07,2006-12-20,πανελληνιο σοσιαλιστικο κινημα,αχαιας,male
φουσας γρηγοριου αντωνιος,1993-10-10,1996-08-24,νεα δημοκρατια,ιωαννινων,male
φουσας γρηγοριου αντωνιος,1996-09-22,2000-03-14,νεα δημοκρατια,ιωαννινων,male
φουσας γρηγοριου αντωνιος,2004-03-07,2007-08-18,νεα δημοκρατια,ιωαννινων,male
φραγγιδης σταυρου γεωργιος,2011-06-17,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,κιλκις,male
φραγγιδης σταυρου γεωργιος,2019-07-07,2023-04-22,κινημα αλλαγης,κιλκις,male
φραγκιαδουλακης γεωργιου εμμανουηλ,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
φραγκιαδουλακης γεωργιου εμμανουηλ,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
φραγκιαδουλακης γεωργιου εμμανουηλ,2003-01-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
φραγκιαδουλακης γεωργιου εμμανουηλ,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
βαρβαριγος αντωνιου δημητριος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου,male
βαρβαριγος αντωνιου δημητριος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου,male
βαρβαριγος αντωνιου δημητριος,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου,male
φραγκος αναστασιου δημητριος,1989-01-01,1989-06-02,νεα δημοκρατια,αττικης(υπολοιπο),male
φραγκος αναστασιου δημητριος,1989-06-18,1989-10-12,νεα δημοκρατια,αττικης(υπολοιπο),male
φραγκος αναστασιου δημητριος,1989-11-05,1990-03-12,νεα δημοκρατια,αττικης(υπολοιπο),male
φραγκος αναστασιου δημητριος,1990-04-08,1993-09-11,νεα δημοκρατια,αττικης(υπολοιπο),male
φωκας χρηστου αριστειδης,2019-02-08,2019-06-11,ανεξαρτητοι (εκτος κομματος),β' θεσσαλονικης,male
φωκας χρηστου αριστειδης,2019-01-15,2019-02-07,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,β' θεσσαλονικης,male
φωκας χρηστου αριστειδης,2018-09-26,2019-01-14,ανεξαρτητοι (εκτος κομματος),β' θεσσαλονικης,male
φωκας χρηστου αριστειδης,2015-09-20,2018-09-25,ενωση κεντρωων,β' θεσσαλονικης,male
φωλιας σωτηριου χρηστος,2004-03-07,2007-08-18,νεα δημοκρατια,γρεβενων,male
φωλιας σωτηριου χρηστος,2007-09-16,2009-09-07,νεα δημοκρατια,γρεβενων,male
φωτηλας ασημακη ιασωνας,2015-01-25,2015-08-28,το ποταμι,αχαιας,male
φωτηλας ασημακη ιασωνας,2017-01-25,2019-06-11,νεα δημοκρατια,αχαιας,male
φωτηλας ασημακη ιασωνας,2016-10-18,2017-01-24,το ποταμι,αχαιας,male
φωτηλας ασημακη ιασωνας,2015-09-20,2016-10-17,το ποταμι,αχαιας,male
φωτηλας ασημακη ιασωνας,2019-07-07,2023-04-22,νεα δημοκρατια,αχαιας,male
φωτηλας ασημακη ιασωνας,2023-05-21,2023-05-29,νεα δημοκρατια,αχαιας,male
φωτηλας ασημακη ιασωνας,2023-06-25,2023-11-13,νεα δημοκρατια,αχαιας,male
φωτιαδης γεωργιου παναγιωτης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο),male
