member_name,member_start_date,member_end_date,political_party,administrative_region,gender
κολλια-τσαρουχα ευστρατιου μαρια,2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,σερρων,female
κολλια-τσαρουχα ευστρατιου μαρια,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,σερρων,female
κολλια-τσαρουχα ευστρατιου μαρια,2019-02-08,2019-06-11,ανεξαρτητοι (εκτος κομματος),σερρων,female
κολλια-τσαρουχα ευστρατιου μαρια,2015-09-20,2019-02-07,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,σερρων,female
κολλια σταματιου βασιλικη (βασω),2023-05-21,2023-05-29,νεα δημοκρατια,α' ανατολικης αττικης,female
κολλιας ταξιαρχου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,κορινθιας,male
κολλιας ταξιαρχου κωνσταντινος,2009-10-04,2012-04-11,νεα δημοκρατια,κορινθιας,male
κολλιας ταξιαρχου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,κορινθιας,male
κολλιας ταξιαρχου κωνσταντινος,2021-07-01,2023-04-22,νεα δημοκρατια,κορινθιας,male
κολοζωφ ορεστη ορεστης,1993-10-10,1996-08-24,κομμουνιστικο κομμα ελλαδας,α' αθηνων,male
κολοζωφ ορεστη ορεστης,1996-09-22,2000-03-14,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
κολοζωφ ορεστη ορεστης,2000-04-09,2004-02-11,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
κολοζωφ ορεστη ορεστης,2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
κολοκοτρωνης χρηστου αγγελος,2009-10-04,2012-04-11,λαικος ορθοδοξος συναγερμος,α' θεσσαλονικης,male
κομνηνακα αποστολου μαρια,2019-07-07,2023-04-22,κομμουνιστικο κομμα ελλαδας,λεσβου,female
κομνηνακα αποστολου μαρια,2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,λεσβου,female
αναγνωστοπουλος γεωργιου θεοδωρος,1989-01-01,1989-06-02,νεα δημοκρατια,καρδιτσας,male
αναγνωστοπουλος γεωργιου θεοδωρος,1989-06-18,1989-10-12,νεα δημοκρατια,καρδιτσας,male
αναγνωστοπουλος γεωργιου θεοδωρος,1989-11-05,1990-03-12,νεα δημοκρατια,καρδιτσας,male
αναγνωστοπουλος γεωργιου θεοδωρος,1990-04-08,1993-09-11,νεα δημοκρατια,καρδιτσας,male
αναγνωστοπουλος γεωργιου θεοδωρος,1993-10-10,1996-08-24,νεα δημοκρατια,καρδιτσας,male
αναγνωστοπουλος γεωργιου θεοδωρος,2000-04-09,2004-02-11,νεα δημοκρατια,καρδιτσας,male
κονσολας νικια εμμανουηλ,2012-05-06,2012-05-19,νεα δημοκρατια,δωδεκανησου,male
κονσολας νικια εμμανουηλ,2012-06-17,2014-12-31,νεα δημοκρατια,δωδεκανησου,male
κονσολας νικια εμμανουηλ,2015-01-25,2015-08-28,νεα δημοκρατια,δωδεκανησου,male
κονσολας νικια εμμανουηλ,2015-09-20,2019-06-11,νεα δημοκρατια,δωδεκανησου,male
κονσολας νικια εμμανουηλ,2019-07-07,2023-04-22,νεα δημοκρατια,δωδεκανησου,male
κονσολας νικια εμμανουηλ,2023-05-21,2023-05-29,νεα δημοκρατια,δωδεκανησου,male
κονσολας νικια εμμανουηλ,2023-06-25,2023-11-13,νεα δημοκρατια,δωδεκανησου,male
κονταξης δημητριου αθανασιος,1989-06-18,1989-10-12,νεα δημοκρατια,αρτας,male
κονταξης δημητριου αθανασιος,1993-10-10,1996-08-24,νεα δημοκρατια,αρτας,male
κονταξης δημητριου αθανασιος,1996-09-22,2000-03-14,νεα δημοκρατια,αρτας,male
κοντης νικολαου ιωαννης,2023-09-07,2023-11-13,σπαρτιατες,α' θεσσαλονικης,male
κοντης νικολαου ιωαννης,2023-09-01,2023-09-06,σπαρτιατες,α' θεσσαλονικης,male
κοντης νικολαου ιωαννης,2023-06-25,2023-08-31,σπαρτιατες,α' θεσσαλονικης,male
κοντογεωργος αθανασιου κωνσταντινος,2012-05-06,2012-05-19,νεα δημοκρατια,ευρυτανιας,male
κοντογεωργος αθανασιου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,ευρυτανιας,male
κοντογεωργος αθανασιου κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,ευρυτανιας,male
κοντογεωργος αθανασιου κωνσταντινος,2019-07-07,2023-04-22,νεα δημοκρατια,ευρυτανιας,male
κοντογιαννης δημητριου γεωργιος,2004-03-07,2007-08-18,νεα δημοκρατια,ηλειας,male
κοντογιαννης δημητριου γεωργιος,2007-09-16,2009-09-07,νεα δημοκρατια,ηλειας,male
κοντογιαννης δημητριου γεωργιος,2010-11-24,2012-04-11,ανεξαρτητοι (εκτος κομματος),ηλειας,male
κοντογιαννης δημητριου γεωργιος,2009-10-04,2010-11-23,νεα δημοκρατια,ηλειας,male
κοντογιαννης δημητριου γεωργιος,2012-06-17,2014-12-31,νεα δημοκρατια,ηλειας,male
κοντογιαννιδης χρηστου παυλος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,β' αθηνων,male
κοντογιαννοπουλος νικολαου βασιλειος,1989-01-01,1989-06-02,νεα δημοκρατια,ηλειας,male
κοντογιαννοπουλος νικολαου βασιλειος,1989-06-18,1989-10-12,νεα δημοκρατια,ηλειας,male
κοντογιαννοπουλος νικολαου βασιλειος,1989-11-05,1990-03-12,νεα δημοκρατια,ηλειας,male
κοντογιαννοπουλος νικολαου βασιλειος,1990-04-08,1993-09-11,νεα δημοκρατια,ηλειας,male
κοντογιαννοπουλος νικολαου βασιλειος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
κοντογιαννοπουλος νικολαου βασιλειος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
αναγνωστοπουλος δημητριου νικολαος,1989-01-01,1989-06-02,νεα δημοκρατια,α' αθηνων,male
αναγνωστοπουλος δημητριου νικολαος,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων,male
κοντομαρης σπυριδωνος ευτυχιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,male
κοντομαρης σπυριδωνος ευτυχιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,male
κοντονης νικολαου χαραλαμπος-σταυρος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ζακυνθου,male
κοντονης νικολαου χαραλαμπος-σταυρος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ζακυνθου,male
κοντονης νικολαου χαραλαμπος-σταυρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ζακυνθου,male
κοντος ευστρατιου αλεξανδρος,2000-04-09,2004-02-11,νεα δημοκρατια,ξανθης,male
κοντος ευστρατιου αλεξανδρος,2004-03-07,2007-08-18,νεα δημοκρατια,ξανθης,male
κοντος ευστρατιου αλεξανδρος,2007-09-16,2009-09-07,νεα δημοκρατια,ξανθης,male
κοντος ευστρατιου αλεξανδρος,2009-10-04,2012-04-11,νεα δημοκρατια,ξανθης,male
κοντος ευστρατιου αλεξανδρος,2012-05-06,2012-05-19,νεα δημοκρατια,ξανθης,male
κοντος ευστρατιου αλεξανδρος,2012-06-17,2014-12-31,νεα δημοκρατια,ξανθης,male
κοντος ευστρατιου αλεξανδρος,2015-01-25,2015-08-28,νεα δημοκρατια,ξανθης,male
κοντοτολη γεωργιου μαρινα,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,τρικαλων,female
κοντοτολη γεωργιου μαρινα,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,τρικαλων,female
κοντου ανδρεα μαρω,1999-07-29,2000-03-14,νεα δημοκρατια,α' αθηνων,female
κοντου ανδρεα μαρω,2000-04-09,2004-02-11,νεα δημοκρατια,α' αθηνων,female
κοντου ανδρεα μαρω,2006-12-22,2007-08-18,νεα δημοκρατια,α' αθηνων,female
κοραντης αντωνιου ιωαννης,2009-10-04,2012-04-11,λαικος ορθοδοξος συναγερμος,επικρατειας,male
κορκα-κωνστα αντωνιου αθηνα,2004-03-18,2007-08-18,νεα δημοκρατια,κορινθιας,female
κορκα-κωνστα αντωνιου αθηνα,2007-09-16,2009-09-07,νεα δημοκρατια,κορινθιας,female
κορκολοπουλος διονυσιου βασιλειος,1993-10-10,1996-08-24,νεα δημοκρατια,ηλειας,male
κορκολοπουλος διονυσιου βασιλειος,1996-09-22,2000-03-14,νεα δημοκρατια,ηλειας,male
κορκολοπουλος διονυσιου βασιλειος,2000-04-09,2004-02-11,νεα δημοκρατια,ηλειας,male
κοροβεσης χριστου περικλης-ηλιας,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,male
αναγνωστοπουλος θεοδωρου γεωργιος,2007-09-16,2009-09-07,νεα δημοκρατια,καρδιτσας,male
αναγνωστοπουλος θεοδωρου γεωργιος,2013-12-11,2014-12-31,νεα δημοκρατια,καρδιτσας,male
κορτσαρης χαραλαμπους νικολαος,2000-04-09,2004-02-11,νεα δημοκρατια,φλωρινας,male
κορτσαρης χαραλαμπους νικολαος,2004-03-07,2007-08-18,νεα δημοκρατια,φλωρινας,male
κοσιωνης ανδρεα παναγιωτης,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,αχαιας,male
κοσιωνης ανδρεα παναγιωτης,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,αχαιας,male
κοσιωνης ανδρεα παναγιωτης,1991-07-16,1993-09-11,κομμουνιστικο κομμα ελλαδας,αχαιας,male
κοσιωνης ανδρεα παναγιωτης,1990-04-08,1991-07-15,συνασπισμος της αριστερας των κινηματων και της οικολογιας,αχαιας,male
κοσιωνης ανδρεα παναγιωτης,2000-04-09,2004-02-11,κομμουνιστικο κομμα ελλαδας,αχαιας,male
κοσιωνης ανδρεα παναγιωτης,2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,αχαιας,male
κοσμιδης γεωργιου ιωαννης,2007-09-16,2009-09-07,νεα δημοκρατια,χιου,male
κοσμιδης ιωαννη σωκρατης,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
κοσσυβακης γεωργιου δημητριος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αρτας,male
κοσσυβακης γεωργιου δημητριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αρτας,male
κοτζιας αγγελου νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male
κοτιδης στυλιανου βασιλειος,2023-05-21,2023-05-29,ελληνικη λυση - κυριακος βελοπουλος,ημαθιας,male
κοτιδης στυλιανου βασιλειος,2023-06-25,2023-11-13,ελληνικη λυση - κυριακος βελοπουλος,ημαθιας,male
κοτρωνιας νικολαου γεωργιος,2019-07-07,2023-04-22,ανεξαρτητοι (εκτος κομματος),φθιωτιδας,male
κοτρωνιας νικολαου γεωργιος,2023-06-25,2023-11-13,νεα δημοκρατια,φθιωτιδας,male
κοτσωνης θρασυβουλου θεοδωρος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,male
κοτσωνης θρασυβουλου θεοδωρος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,male
κοτσωνης θρασυβουλου θεοδωρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,male
κοτσωνης θρασυβουλου θεοδωρος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,male
κοτσωνης θρασυβουλου θεοδωρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κορινθιας,male
κουβελα δημητριου φωτεινη,2014-05-05,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,female
αναγνωστοπουλου πετρου αθανασια (σια),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,female
αναγνωστοπουλου πετρου αθανασια (σια),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,female
αναγνωστοπουλου πετρου αθανασια (σια),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,αχαιας,female
αναγνωστοπουλου πετρου αθανασια (σια),2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αχαιας,female
αναγνωστοπουλου πετρου αθανασια (σια),2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αχαιας,female
κουβελας δημητριου σωτηριος,1989-06-18,1989-10-12,νεα δημοκρατια,α' θεσσαλονικης,male
κουβελας δημητριου σωτηριος,1989-11-05,1990-03-12,νεα δημοκρατια,α' θεσσαλονικης,male
κουβελας δημητριου σωτηριος,1990-04-08,1993-09-11,νεα δημοκρατια,α' θεσσαλονικης,male
κουβελας δημητριου σωτηριος,1993-10-10,1996-08-24,νεα δημοκρατια,α' θεσσαλονικης,male
κουβελας δημητριου σωτηριος,1998-12-21,2000-03-14,νεα δημοκρατια,α' θεσσαλονικης,male
κουβελας δημητριου σωτηριος,2000-04-09,2004-02-11,νεα δημοκρατια,α' θεσσαλονικης,male
κουβελας σωτηριου δημητριος,2019-07-07,2023-04-22,νεα δημοκρατια,α' θεσσαλονικης,male
κουβελας σωτηριου δημητριος,2023-05-21,2023-05-29,νεα δημοκρατια,α' θεσσαλονικης,male
κουβελας σωτηριου δημητριος,2023-06-25,2023-11-13,νεα δημοκρατια,α' θεσσαλονικης,male
κουβελης ευαγγελου φωτιος-φανουριος,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
κουβελης ευαγγελου φωτιος-φανουριος,1990-04-08,1993-09-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
κουβελης ευαγγελου φωτιος-φανουριος,1996-09-22,2000-03-14,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
κουβελης ευαγγελου φωτιος-φανουριος,2000-04-09,2004-02-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
κουβελης ευαγγελου φωτιος-φανουριος,2004-03-07,2007-08-18,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουβελης ευαγγελου φωτιος-φανουριος,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουβελης ευαγγελου φωτιος-φανουριος,2012-03-26,2012-04-11,δημοκρατικη αριστερα,β' αθηνων,male
κουβελης ευαγγελου φωτιος-φανουριος,2010-06-09,2012-03-25,ανεξαρτητοι (εκτος κομματος),β' αθηνων,male
κουβελης ευαγγελου φωτιος-φανουριος,2009-10-04,2010-06-08,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουβελης ευαγγελου φωτιος-φανουριος,2012-05-06,2012-05-19,δημοκρατικη αριστερα,β' αθηνων,male
κουβελης ευαγγελου φωτιος-φανουριος,2012-06-17,2014-12-31,δημοκρατικη αριστερα,β' αθηνων,male
κουβελης σταυρου σπυριδων,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
κουβελης σταυρου σπυριδων,2012-02-12,2012-04-11,ανεξαρτητοι (εκτος κομματος),α' αθηνων,male
κουβελης σταυρου σπυριδων,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
κουζηλος παναγιωτη νικολαος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,α' πειραιως,male
κουζηλος παναγιωτη νικολαος,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,α' πειραιως,male
κουζηλος παναγιωτη νικολαος,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,α' πειραιως,male
κουζηλος παναγιωτη νικολαος,2015-09-20,2019-06-11,λαικος συνδεσμος - χρυση αυγη,α' πειραιως,male
κουζιακη παναγιωτη θεοδωρα ματινα (τινα),2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,κοζανης,female
κουικ φιλιππου τερενς-σπενσερ-νικολαος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,επικρατειας,male
κουικ φιλιππου τερενς-σπενσερ-νικολαος,2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,επικρατειας,male
κουικ φιλιππου τερενς-σπενσερ-νικολαος,2019-02-11,2019-06-11,ανεξαρτητοι (εκτος κομματος),β' αθηνων,male
κουκοδημος γεωργιου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,πιεριας,male
κουκοδημος γεωργιου κωνσταντινος,2009-10-04,2012-04-11,νεα δημοκρατια,πιεριας,male
κουκοδημος γεωργιου κωνσταντινος,2012-05-06,2012-05-19,νεα δημοκρατια,πιεριας,male
κουκοδημος γεωργιου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,πιεριας,male
κουκοδημος γεωργιου κωνσταντινος,2015-01-25,2015-08-28,νεα δημοκρατια,πιεριας,male
κουκοδημος γεωργιου κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,πιεριας,male
κουκουλοπουλος δημητριου παρασκευας (παρις),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male
κουκουλοπουλος δημητριου παρασκευας (παρις),2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male
κουκουλοπουλος δημητριου παρασκευας (παρις),2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male
κουκουλοπουλος δημητριου παρασκευας (παρις),2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,κοζανης,male
κουκουλοπουλος δημητριου παρασκευας (παρις),2023-06-25,2023-11-13,πασοκ - κινημα αλλαγης,κοζανης,male
κουκουτσης νικολαου δημητριος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,μεσσηνιας,male
κουκουτσης νικολαου δημητριος,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,μεσσηνιας,male
κουκουτσης νικολαου δημητριος,2017-03-04,2019-06-11,ανεξαρτητοι (εκτος κομματος),μεσσηνιας,male
κουκουτσης νικολαου δημητριος,2015-09-20,2017-03-03,λαικος συνδεσμος - χρυση αυγη,μεσσηνιας,male
αναστασιαδης ιωαννη σαββας,2009-10-04,2012-04-11,νεα δημοκρατια,β' θεσσαλονικης,male
αναστασιαδης ιωαννη σαββας,2012-06-17,2014-12-31,νεα δημοκρατια,β' θεσσαλονικης,male
αναστασιαδης ιωαννη σαββας,2015-01-25,2015-08-28,νεα δημοκρατια,β' θεσσαλονικης,male
αναστασιαδης ιωαννη σαββας,2015-09-20,2019-06-11,νεα δημοκρατια,β' θεσσαλονικης,male
αναστασιαδης ιωαννη σαββας,2019-07-07,2023-04-22,νεα δημοκρατια,β' θεσσαλονικης,male
αναστασιαδης ιωαννη σαββας,2023-05-21,2023-05-29,νεα δημοκρατια,β' θεσσαλονικης,male
κουλκουδινας ευριπιδη σπυριδων,2023-05-21,2023-05-29,νεα δημοκρατια,πιεριας,male
κουλκουδινας ευριπιδη σπυριδων,2023-06-25,2023-11-13,νεα δημοκρατια,πιεριας,male
κουλουρης αριστοτελη κιμων,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουλουρης αριστοτελη κιμων,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουλουρης αριστοτελη κιμων,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουλουρης αριστοτελη κιμων,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουλουρης αριστοτελη κιμων,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουλουρης αριστοτελη κιμων,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουλουρης αριστοτελη κιμων,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουλουρης αριστοτελη κιμων,2007-02-13,2007-08-18,ανεξαρτητοι (εκτος κομματος),β' αθηνων,male
κουλουρης αριστοτελη κιμων,2004-03-07,2007-02-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
κουμουτσακος σπυριδωνος γεωργιος,2015-01-25,2015-08-28,νεα δημοκρατια,β' αθηνων,male
κουμουτσακος σπυριδωνος γεωργιος,2015-09-20,2019-06-11,νεα δημοκρατια,β' αθηνων,male
κουμουτσακος σπυριδωνος γεωργιος,2019-07-07,2023-04-22,νεα δημοκρατια,β1' βορειου τομεα αθηνων,male
κουμουτσακος σπυριδωνος γεωργιος,2023-05-21,2023-05-29,νεα δημοκρατια,β1' βορειου τομεα αθηνων,male
κουμπανης ιωαννη συμεων,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,καστοριας,male
κουμπουρης ιωαννη δημος,1993-10-10,1996-08-24,κομμουνιστικο κομμα ελλαδας,αττικης(υπολοιπο),male
κουμπουρης ιωαννη δημος,2007-09-16,2008-05-23,κομμουνιστικο κομμα ελλαδας,αττικης(υπολοιπο),male
κουντουρα αλεξανδρου ελενα,2004-03-07,2007-08-18,νεα δημοκρατια,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2011-11-14,2012-02-11,νεα δημοκρατια,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2019-01-14,2019-06-11,ανεξαρτητοι (εκτος κομματος),α' αθηνων,female
κουντουρα αλεξανδρου ελενα,2015-09-20,2019-01-13,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,α' αθηνων,female
κουπελογλου σαββα συμεων,2023-05-21,2023-05-29,ελληνικη λυση - κυριακος βελοπουλος,α' θεσσαλονικης,male
κουπελογλου σαββα συμεων,2023-06-25,2023-11-13,ελληνικη λυση - κυριακος βελοπουλος,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακης στυλιανου αναστασιος (τασος),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
κουρακος θωμα ιωαννης,2004-03-07,2007-08-18,νεα δημοκρατια,β' πειραιως,male
κουρακος θωμα ιωαννης,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,β' πειραιως,male
κουρακος θωμα ιωαννης,2013-11-06,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,β' πειραιως,male
κουρακος θωμα ιωαννης,2012-12-14,2013-11-05,ανεξαρτητοι (εκτος κομματος),β' πειραιως,male
κουρακος θωμα ιωαννης,2012-06-17,2012-12-13,ανεξαρτητοι ελληνες - πανος καμμενος,β' πειραιως,male
αναστασοπουλος δημητριου νικολαος,1989-01-01,1989-06-02,νεα δημοκρατια,μεσσηνιας,male
αναστασοπουλος δημητριου νικολαος,1989-11-05,1990-03-12,νεα δημοκρατια,μεσσηνιας,male
αναστασοπουλος δημητριου νικολαος,1990-04-08,1993-09-11,νεα δημοκρατια,μεσσηνιας,male
αναστασοπουλος δημητριου νικολαος,1993-10-10,1996-08-24,νεα δημοκρατια,μεσσηνιας,male
αναστασοπουλος δημητριου νικολαος,1996-09-22,2000-03-14,νεα δημοκρατια,μεσσηνιας,male
κουρεμπες σπυριδωνος θεοφανης (φανης),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,κορινθιας,male
κουρκουλα κωνσταντινου ελενη,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female
κουρκουλα κωνσταντινου ελενη,2004-03-07,2007-04-17,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female
κουρουμπλης ελευθεριου παναγιωτης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
κουρουμπλης ελευθεριου παναγιωτης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
κουρουμπλης ελευθεριου παναγιωτης,2012-04-09,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,αιτωλοακαρνανιας,male
κουρουμπλης ελευθεριου παναγιωτης,2011-06-29,2012-04-08,ανεξαρτητοι (εκτος κομματος),αιτωλοακαρνανιας,male
κουρουμπλης ελευθεριου παναγιωτης,2009-10-04,2011-06-28,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
κουρουμπλης ελευθεριου παναγιωτης,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουρουμπλης ελευθεριου παναγιωτης,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουρουμπλης ελευθεριου παναγιωτης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουρουμπλης ελευθεριου παναγιωτης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουρουμπλης ελευθεριου παναγιωτης,2022-10-05,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,β2' δυτικου τομεα αθηνων,male
κουρουμπλης ελευθεριου παναγιωτης,2021-12-17,2022-10-04,ανεξαρτητοι (εκτος κομματος),β2' δυτικου τομεα αθηνων,male
κουρουμπλης ελευθεριου παναγιωτης,2021-01-13,2021-12-16,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
κουρουπακη ιωαννη ασπασια,2023-06-25,2023-11-13,δημοκρατικο πατριωτικο κινημα νικη,β1' βορειου τομεα αθηνων,female
κουρουπακη σταυρου ευαγγελια,2011-01-10,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,χανιων,female
