member_name,member_start_date,member_end_date,political_party,administrative_region
τσακαλωτος στεφανου ευκλειδης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
τσακαλωτος στεφανου ευκλειδης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
τσακαλωτος στεφανου ευκλειδης,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,β1' βορειου τομεα αθηνων
τσακαλωτος στεφανου ευκλειδης,2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,β1' βορειου τομεα αθηνων
τσακλιδης κωνσταντινου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,καβαλας
τσακλιδης κωνσταντινου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,καβαλας
τσακλιδης κωνσταντινου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,καβαλας
τσακλιδης κωνσταντινου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,καβαλας
τσακλιδης κωνσταντινου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,καβαλας
τσακλιδης κωνσταντινου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,καβαλας
τσακλιδης κωνσταντινου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,καβαλας
τσακλιδης κωνσταντινου ιωαννης,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,καβαλας
βαλυρακης ιωαν. ιωσηφ,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,χανιων
βαλυρακης ιωαν. ιωσηφ,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,χανιων
βαλυρακης ιωαν. ιωσηφ,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,χανιων
βαλυρακης ιωαν. ιωσηφ,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,χανιων
βαλυρακης ιωαν. ιωσηφ,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,χανιων
βαλυρακης ιωαν. ιωσηφ,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,χανιων
βαλυρακης ιωαν. ιωσηφ,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,χανιων
βαλυρακης ιωαν. ιωσηφ,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,χανιων
τσαλδαρης κωνσταντινου αθανασιος,1989-01-01,1989-06-02,νεα δημοκρατια,β' αθηνων
τσαλδαρης κωνσταντινου αθανασιος,1989-06-18,1989-10-12,νεα δημοκρατια,επικρατειας
τσαλδαρης κωνσταντινου αθανασιος,1989-11-05,1990-03-12,νεα δημοκρατια,επικρατειας
τσαλδαρης κωνσταντινου αθανασιος,1990-04-08,1993-09-11,νεα δημοκρατια,επικρατειας
τσαλδαρης κωνσταντινου αθανασιος,1993-10-10,1996-08-24,νεα δημοκρατια,επικρατειας
τσαλδαρης κωνσταντινου αθανασιος,1996-09-22,1997-10-04,νεα δημοκρατια,επικρατειας
τσαλιδης γεωργιου φιλιππος,2004-03-07,2007-08-18,νεα δημοκρατια,ξανθης
τσαλουχιδης νικολαου ιωαννης,1989-01-01,1989-06-02,νεα δημοκρατια,α' θεσσαλονικης
τσανακα δημητριου αλεξανδρα,2015-08-21,2015-08-28,λαικη ενοτητα,καβαλας
τσανακα δημητριου αλεξανδρα,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,καβαλας
τσαντουλας χριστοφορου δημητριος,2004-03-07,2007-08-18,νεα δημοκρατια,πρεβεζας
τσαπανιδου γεωργιου παρθενα (ποπη),2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,επικρατειας
τσαπαρας παντελη στεφανος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης
βαμβακα νικολαου ευγενια (τζενη),2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως
βαμβακα νικολαου ευγενια (τζενη),2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως
τσαφουλιας ανδρεα γεωργιος,1996-09-22,2000-03-14,δημοκρατικο κοινωνικο κινημα,αχαιας
τσεκουρας γρηγοριου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,πρεβεζας
τσερτικιδης αναστασιου παντελης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,πιεριας
τσερτικιδης αναστασιου παντελης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,πιεριας
τσερτικιδης αναστασιου παντελης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,πιεριας
τσετινες ανεστη δημητριος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,ροδοπης
τσετινες ανεστη δημητριος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,ροδοπης
τσετινες ανεστη δημητριος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ροδοπης
τσετινες ανεστη δημητριος,1996-09-22,1999-12-20,πανελληνιο σοσιαλιστικο κινημα,ροδοπης
τσιαμακης κωνσταντινου δημοσθενης,2000-04-09,2000-09-20,νεα δημοκρατια,ευρυτανιας
τσιαμακης κωνσταντινου δημοσθενης,2004-03-07,2007-08-18,νεα δημοκρατια,ευρυτανιας
τσιαουση παναγιωτη ελενη,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,εβρου
τσιαρας αλεξανδρου κωνσταντινος,2004-03-07,2007-08-18,νεα δημοκρατια,καρδιτσας
τσιαρας αλεξανδρου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,καρδιτσας
τσιαρας αλεξανδρου κωνσταντινος,2009-10-04,2012-04-11,νεα δημοκρατια,καρδιτσας
τσιαρας αλεξανδρου κωνσταντινος,2012-05-06,2012-05-19,νεα δημοκρατια,καρδιτσας
τσιαρας αλεξανδρου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,καρδιτσας
τσιαρας αλεξανδρου κωνσταντινος,2015-01-25,2015-08-28,νεα δημοκρατια,καρδιτσας
τσιαρας αλεξανδρου κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,καρδιτσας
τσιαρας αλεξανδρου κωνσταντινος,2019-07-07,2023-04-22,νεα δημοκρατια,καρδιτσας
τσιαρας αλεξανδρου κωνσταντινος,2023-05-21,2023-05-29,νεα δημοκρατια,καρδιτσας
τσιαρτσιωνης γεωργιου νικολαος,1996-09-22,2000-03-14,νεα δημοκρατια,κοζανης
τσιαρτσιωνης γεωργιου νικολαος,2000-04-09,2004-02-11,νεα δημοκρατια,κοζανης
τσιαρτσιωνης γεωργιου νικολαος,2004-03-07,2007-08-18,νεα δημοκρατια,κοζανης
τσιαρτσιωνης γεωργιου νικολαος,2007-09-16,2009-09-07,νεα δημοκρατια,κοζανης
τσιγαριδας γεωργιου κωνσταντινος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,ευρυτανιας
τσιγκρης αντωνιου αγγελος,2019-07-07,2023-04-22,νεα δημοκρατια,αχαιας
βαρβαριγος αντωνιου δημητριος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου
βαρβαριγος αντωνιου δημητριος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου
βαρβαριγος αντωνιου δημητριος,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου
τσικαρδανη αλεξανδρου θεοδωρα,2012-05-06,2012-05-19,δημοκρατικη αριστερα,κοζανης
τσιλιγγιρης γεωργιου σπυριδων (σπυρος),2019-07-07,2023-04-22,νεα δημοκρατια,ξανθης
τσιλιγγιρης γεωργιου σπυριδων (σπυρος),2023-05-21,2023-05-29,νεα δημοκρατια,ξανθης
τσιλικας χαραλαμπους βασιλειος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας
τσιλικας χαραλαμπους βασιλειος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας
τσιμαρης παναγιωτη ιωαννης,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,ιωαννινων
τσιμας δημητριου κωνσταντινος,2000-04-09,2001-07-12,πανελληνιο σοσιαλιστικο κινημα,καβαλας
τσιμας δημητριου κωνσταντινος,2004-03-07,2005-11-29,πανελληνιο σοσιαλιστικο κινημα,καβαλας
τσιογκας βασιλειου δημητριος,2001-02-01,2004-02-11,κομμουνιστικο κομμα ελλαδας,λαρισας
τσιογκας βασιλειου δημητριος,2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,λαρισας
τσιογκας βασιλειου δημητριος,2007-09-16,2008-05-23,κομμουνιστικο κομμα ελλαδας,λαρισας
τσιοκας δημητριου θεοχαρης (χαρης),1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης
τσιοκας δημητριου θεοχαρης (χαρης),2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης
τσιοκας δημητριου θεοχαρης (χαρης),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης
τσιοκας δημητριου θεοχαρης (χαρης),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης
τσιοκας δημητριου θεοχαρης (χαρης),2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης
τσιουπλακης ελευθεριου κωνσταντινος,1989-01-01,1989-06-02,νεα δημοκρατια,χαλκιδικης
