No.,11,Name,Αβέρωφ Μιχαήλ Ιωάννης,Period,Ζ'(08/04/1990-11/09/1993),Date,08/04/1990,Administrative-Region,ΙΩΑΝΝΙΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,12,Name,Αβέρωφ Μιχαήλ Ιωάννης,Period,Ζ'(08/04/1990-11/09/1993),Date,28/06/1993,Administrative-Region,ΙΩΑΝΝΙΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,ΠαραίτησηςαπότοΒουλευτικόΑξίωμα(αντικαταστάτης,ΧαραλαμπόπουλοςΚωνσταντίνοςΑλεξάνδρου),
No.,13,Name,Αβραμάκης Αντωνίου Ελευθέριος,Period,ΙΗ΄(17/07/2019-22/04/2023),Date,07/07/2019,Administrative-Region,ΣΕΡΡΩΝ,Parliamentary-Party,ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description,Εκλογής,,
No.,14,Name,Αβραμίδης Νικολάου Γαβριήλ,Period,ΙΔ΄(06/05/2012-19/05/2012),Date,06/05/2012,Administrative-Region,Α'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party,ΑΝΕΞΑΡΤΗΤΟΙΕΛΛΗΝΕΣ-ΠΑΝΟΣΚΑΜΜΕΝΟΣ,Description,Εκλογής,,
No.,15,Name,Αβραμίδης Νικολάου Γαβριήλ,Period,ΙΕ΄(17/06/2012-31/12/2014),Date,17/06/2012,Administrative-Region,Α'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party,ΑΝΕΞΑΡΤΗΤΟΙΕΛΛΗΝΕΣ-ΠΑΝΟΣΚΑΜΜΕΝΟΣ,Description,Εκλογής,,
No.,16,Name,Αβραμίδης Χρήστου Αλέξανδρος,Period,Α'(17/11/1974-22/10/1977),Date,17/11/1974,Administrative-Region,ΚΙΛΚΙΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,17,Name,Αβραμίδης Χρήστου Αλέξανδρος,Period,Β'(20/11/1977-19/09/1981),Date,20/11/1977,Administrative-Region,ΚΙΛΚΙΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,18,Name,Αβραμίδης Χρήστου Αλέξανδρος,Period,Γ'(18/10/1981-07/05/1985),Date,18/10/1981,Administrative-Region,ΚΙΛΚΙΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,19,Name,Αβραμίδης Χρήστου Αλέξανδρος,Period,Δ'(02/06/1985-02/06/1989),Date,02/06/1985,Administrative-Region,ΚΙΛΚΙΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,20,Name,Αβραμόπουλος  Λάμπρου  Δημήτριος ,Period,Η'(10/10/1993-24/08/1996),Date,10/10/1993,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,21,Name,Αβραμόπουλος  Λάμπρου  Δημήτριος ,Period,Η'(10/10/1993-24/08/1996),Date,25/05/1994,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,ΈκπτωσηςΒουλευτικούΑξιώματος(αντικαταστάτης,ΣαψάληςΚωνσταντίνοςΓεωργίου),
No.,22,Name,Αβραμόπουλος  Λάμπρου  Δημήτριος ,Period,ΙΑ'(07/03/2004-18/08/2007),Date,07/03/2004,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,23,Name,Αβραμόπουλος  Λάμπρου  Δημήτριος ,Period,ΙΒ'(16/09/2007-07/09/2009),Date,16/09/2007,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,24,Name,Αβραμόπουλος  Λάμπρου  Δημήτριος ,Period,ΙΓ΄(04/10/2009-11/04/2012),Date,04/10/2009,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,25,Name,Αβραμόπουλος  Λάμπρου  Δημήτριος ,Period,ΙΓ΄(04/10/2009-11/04/2012),Date,11/11/2011,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,ΠαραίτησηςαπότοΒουλευτικόΑξίωμα(αντικαταστάτης,ΚουντουράΈλεναΑλεξάνδρου),
No.,26,Name,Αβραμόπουλος  Λάμπρου  Δημήτριος ,Period,ΙΔ΄(06/05/2012-19/05/2012),Date,06/05/2012,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,27,Name,Αβραμόπουλος  Λάμπρου  Δημήτριος ,Period,ΙΕ΄(17/06/2012-31/12/2014),Date,17/06/2012,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,28,Name,Αβραμόπουλος  Λάμπρου  Δημήτριος ,Period,ΙΕ΄(17/06/2012-31/12/2014),Date,03/11/2014,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,ΠαραίτησηςαπότοΒουλευτικόΑξίωμα(αντικαταστάτης,ΠλεύρηςΑθανάσιοςΚωνσταντίνου),
No.,29,Name,Αβραμόπουλος  Λάμπρου  Δημήτριος ,Period,ΙΘ΄(28/05/2023-07/06/2023),Date,21/05/2023,Administrative-Region,ΗΛΕΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,30,Name,Αβραμόπουλος Λάμπρος Δημήτριος,NO DATA,,,,,,,,,,,
No.,31,Name,Αγαθοπούλου Δημητρίου Ειρήνη-Ελένη,Period,ΙΔ΄(06/05/2012-19/05/2012),Date,06/05/2012,Administrative-Region,ΚΙΛΚΙΣ,Parliamentary-Party,ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description,Εκλογής,,
No.,32,Name,Αγαθοπούλου Δημητρίου Ειρήνη-Ελένη,Period,ΙΕ΄(17/06/2012-31/12/2014),Date,17/06/2012,Administrative-Region,ΚΙΛΚΙΣ,Parliamentary-Party,ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description,Εκλογής,,
No.,33,Name,Αγαθοπούλου Δημητρίου Ειρήνη-Ελένη,Period,ΙΗ΄(17/07/2019-22/04/2023),Date,07/07/2019,Administrative-Region,ΚΙΛΚΙΣ,Parliamentary-Party,ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description,Εκλογής,,
No.,34,Name,Αγαπηδάκη Στυλιανού Ειρήνη,Period,ΙΘ΄(28/05/2023-07/06/2023),Date,21/05/2023,Administrative-Region,ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,35,Name,Αγάτσα Αριστείδη Αριάδνη (Άρια),Period,ΙΓ΄(04/10/2009-11/04/2012),Date,04/10/2009,Administrative-Region,ΒΟΙΩΤΙΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,36,Name,Αγάτσα Αριστείδη Αριάδνη (Άρια),Period,ΙΓ΄(04/10/2009-11/04/2012),Date,04/04/2012,Administrative-Region,ΒΟΙΩΤΙΑΣ,Parliamentary-Party,ΑΝΕΞΑΡΤΗΤΟΙ,Description,Ανεξαρτητοποίησης,,
No.,37,Name,Αγάτσα Αριστείδη Αριάδνη (Άρια),Period,ΙΘ΄(28/05/2023-07/06/2023),Date,21/05/2023,Administrative-Region,Β1'ΒΟΡΕΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,38,Name,Αγγελής Στεφάνου Ανέστης,Period,Ι'(09/04/2000-11/02/2004),Date,09/04/2000,Administrative-Region,ΚΑΣΤΟΡΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,39,Name,Αγγελής Στεφάνου Ανέστης,Period,ΙΑ'(07/03/2004-18/08/2007),Date,07/03/2004,Administrative-Region,ΚΑΣΤΟΡΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,40,Name,Αγγελόπουλος Κωνσταντίνου Νικόλαος,Period,Ε'(18/06/1989-12/10/1989),Date,18/06/1989,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,41,Name,Αγγελόπουλος Κωνσταντίνου Νικόλαος,Period,ΣΤ'(05/11/1989-12/03/1990),Date,12/01/1990,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Aντικατέστησε,ΞαρχάκοςΣταύροςΛεωνίδα(Λόγω,ΠαραίτησηςαπότοΒουλευτικόΑξίωμα)
No.,42,Name,Αγγελόπουλος Κωνσταντίνου Νικόλαος,Period,Ζ'(08/04/1990-11/09/1993),Date,08/04/1990,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,43,Name,Αγγελόπουλος Κωνσταντίνου Νικόλαος,Period,Ι'(09/04/2000-11/02/2004),Date,09/04/2000,Administrative-Region,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,44,Name,Αγγελόπουλος Κωνσταντίνου Νικόλαος,Period,ΙΑ'(07/03/2004-18/08/2007),Date,07/03/2004,Administrative-Region,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,45,Name,Αγγελούσης Αθανασίου Ευστάθιος,Period,Ι'(09/04/2000-11/02/2004),Date,28/01/2003,Administrative-Region,ΦΘΙΩΤΙΔΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Aντικατέστησε,ΧειμάραςΑθανάσιοςΓεωργίου(Λόγω,ΠαραίτησηςαπότοΒουλευτικόΑξίωμα)
No.,46,Name,Αγγελούσης Χρήστου Άγγελος,Period,Α'(17/11/1974-22/10/1977),Date,17/11/1974,Administrative-Region,ΣΕΡΡΩΝ,Parliamentary-Party,ΕΝΩΣΗΚΕΝΤΡΟΥ-ΝΕΕΣΔΥΝΑΜΕΙΣΕΚ/ΝΔ,Description,Εκλογής,,
No.,47,Name,Αγγελούσης Χρήστου Άγγελος,Period,Α'(17/11/1974-22/10/1977),Date,25/02/1976,Administrative-Region,ΣΕΡΡΩΝ,Parliamentary-Party,ΕΔΗΚ,Description,ΜετονομασίακόμματοςΕΚ/ΝΔσεΕΔΗΚ,,
No.,48,Name,Αγγελούσης Χρήστου Άγγελος,Period,Δ'(02/06/1985-02/06/1989),Date,02/06/1985,Administrative-Region,ΣΕΡΡΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,49,Name,Αγγουράκης Γεωργίου Χαράλαμπος,Period,Θ΄(22/09/1996-14/03/2000),Date,28/05/1997,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description,Aντικατέστησε,ΑυδήςΛεωνίδας(Λέων)Βασιλείου(Λόγω,ΠαραίτησηςαπότοΒουλευτικόΑξίωμα)
No.,50,Name,Αγιοστρατίδου Χρήστου Νίκη,Period,ΙΘ΄(28/05/2023-07/06/2023),Date,21/05/2023,Administrative-Region,Β3΄ΝΟΤΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party,ΕΛΛΗΝΙΚΗΛΥΣΗ-ΚΥΡΙΑΚΟΣΒΕΛΟΠΟΥΛΟΣ,Description,Εκλογής,,
No.,51,Name,Αγοράστης Αθανασίου Βασίλειος,Period,Β'(20/11/1977-19/09/1981),Date,20/11/1977,Administrative-Region,ΛΑΡΙΣΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,52,Name,Αγοράστης Αθανασίου Βασίλειος,Period,Γ'(18/10/1981-07/05/1985),Date,18/10/1981,Administrative-Region,ΛΑΡΙΣΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,53,Name,Αγοράστης Αθανασίου Βασίλειος,Period,Δ'(02/06/1985-02/06/1989),Date,02/06/1985,Administrative-Region,ΛΑΡΙΣΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,54,Name,Αγοραστός Αναστασίου Κωνσταντίνος,Period,ΙΑ'(07/03/2004-18/08/2007),Date,07/03/2004,Administrative-Region,ΛΑΡΙΣΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,55,Name,Αγοραστός Αναστασίου Κωνσταντίνος,Period,ΙΒ'(16/09/2007-07/09/2009),Date,16/09/2007,Administrative-Region,ΛΑΡΙΣΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,56,Name,Αδαμόπουλος Αθανασίου Γεώργιος,Period,Ε'(18/06/1989-12/10/1989),Date,18/06/1989,Administrative-Region,ΛΑΡΙΣΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,57,Name,Αδαμόπουλος Αθανασίου Γεώργιος,Period,ΣΤ'(05/11/1989-12/03/1990),Date,05/11/1989,Administrative-Region,ΛΑΡΙΣΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,58,Name,Αδαμόπουλος Αθανασίου Γεώργιος,Period,Ζ'(08/04/1990-11/09/1993),Date,08/04/1990,Administrative-Region,ΛΑΡΙΣΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,59,Name,Αδαμόπουλος Αθανασίου Γεώργιος,Period,Η'(10/10/1993-24/08/1996),Date,10/10/1993,Administrative-Region,ΛΑΡΙΣΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,60,Name,Αδαμόπουλος Αθανασίου Γεώργιος,Period,Θ΄(22/09/1996-14/03/2000),Date,22/09/1996,Administrative-Region,ΛΑΡΙΣΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,61,Name,Αδαμόπουλος Δημητρίου Παναγιώτης,Period,ΙΘ΄(28/05/2023-07/06/2023),Date,21/05/2023,Administrative-Region,ΜΕΣΣΗΝΙΑΣ,Parliamentary-Party,ΠΑΣΟΚ-ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description,Εκλογής,,
No.,62,Name,Αδαμοπούλου Αθανασίου Αγγελική,Period,ΙΗ΄(17/07/2019-22/04/2023),Date,07/07/2019,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΜέΡΑ25,Description,Εκλογής,,
No.,63,Name,Αδαμοπούλου Αθανασίου Αγγελική,Period,ΙΗ΄(17/07/2019-22/04/2023),Date,08/03/2022,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΜέΡΑ25,Description,Ανεξαρτητοποίησης,,
No.,64,Name,Αδαμοπούλου Αθανασίου Αγγελική,Period,ΙΗ΄(17/07/2019-22/04/2023),Date,20/12/2022,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description,Προσχώρησης/ΕπανένταξηςσεΚ.Ο,,
No.,65,Name,Αδαμοπούλου Αθανασίου Αγγελική,Period,ΙΗ΄(17/07/2019-22/04/2023),Date,17/02/2023,Administrative-Region,Α'ΑΘΗΝΩΝ,Parliamentary-Party,ΑΝΕΞΑΡΤΗΤΟΙ,Description,Ανεξαρτητοποίησης,,
No.,66,Name,Αδάμου Στεργίου Κωνσταντίνα,Period,ΙΗ΄(17/07/2019-22/04/2023),Date,07/07/2019,Administrative-Region,Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party,ΜέΡΑ25,Description,Εκλογής,,
No.,67,Name,Αδάμου Στεργίου Κωνσταντίνα,Period,ΙΗ΄(17/07/2019-22/04/2023),Date,26/07/2021,Administrative-Region,Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party,ΑΝΕΞΑΡΤΗΤΟΙ,Description,Ανεξαρτητοποίησης,,
No.,68,Name,Αδρακτάς Φωτίου Παναγιώτης,Period,Ε'(18/06/1989-12/10/1989),Date,18/06/1989,Administrative-Region,Β'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,69,Name,Αδρακτάς Φωτίου Παναγιώτης,Period,ΣΤ'(05/11/1989-12/03/1990),Date,05/11/1989,Administrative-Region,Β'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,70,Name,Αδρακτάς Φωτίου Παναγιώτης,Period,Ζ'(08/04/1990-11/09/1993),Date,08/04/1990,Administrative-Region,Β'ΑΘΗΝΩΝ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,71,Name,Αδρακτάς Φωτίου Παναγιώτης,Period,Ι'(09/04/2000-11/02/2004),Date,09/04/2000,Administrative-Region,ΗΛΕΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,72,Name,Αδρακτάς Φωτίου Παναγιώτης,Period,ΙΑ'(07/03/2004-18/08/2007),Date,07/03/2004,Administrative-Region,ΗΛΕΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,73,Name,Αδρακτάς Φωτίου Παναγιώτης,Period,ΙΒ'(16/09/2007-07/09/2009),Date,16/09/2007,Administrative-Region,ΗΛΕΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,74,Name,Αηδονάς Γεωργίου Απόστολος,Period,Α'(17/11/1974-22/10/1977),Date,17/11/1974,Administrative-Region,ΘΕΣΣΑΛΟΝΙΚΗΣ(Υπόλοιπον),Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,75,Name,Αηδόνης Ευαγγέλου Χρήστος,Period,ΙΑ'(07/03/2004-18/08/2007),Date,07/03/2004,Administrative-Region,ΔΡΑΜΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,76,Name,Αηδόνης Ευαγγέλου Χρήστος,Period,ΙΒ'(16/09/2007-07/09/2009),Date,16/09/2007,Administrative-Region,ΔΡΑΜΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,77,Name,Αηδόνης Ευαγγέλου Χρήστος,Period,ΙΓ΄(04/10/2009-11/04/2012),Date,04/10/2009,Administrative-Region,ΔΡΑΜΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,78,Name,Αηδόνης Ευαγγέλου Χρήστος,Period,ΙΔ΄(06/05/2012-19/05/2012),Date,06/05/2012,Administrative-Region,ΔΡΑΜΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,79,Name,Αηδόνης Ευαγγέλου Χρήστος,Period,ΙΕ΄(17/06/2012-31/12/2014),Date,17/06/2012,Administrative-Region,ΔΡΑΜΑΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,80,Name,Αηδόνης Ευαγγέλου Χρήστος,Period,ΙΕ΄(17/06/2012-31/12/2014),Date,10/01/2013,Administrative-Region,ΔΡΑΜΑΣ,Parliamentary-Party,ΑΝΕΞΑΡΤΗΤΟΙ,Description,Ανεξαρτητοποίησης,,
No.,81,Name,Αηδόνης Ευαγγέλου Χρήστος,Period,ΙΕ΄(17/06/2012-31/12/2014),Date,06/11/2013,Administrative-Region,ΔΡΑΜΑΣ,Parliamentary-Party,ΑΝΕΞΑΡΤΗΤΟΙΔΗΜΟΚΡΑΤΙΚΟΙΒΟΥΛΕΥΤΕΣ,Description,Προσχώρησης/ΕπανένταξηςσεΚ.Ο,,
No.,82,Name,Αθανασάκος Νικολάου Ευστράτιος,Period,Α'(17/11/1974-22/10/1977),Date,17/11/1974,Administrative-Region,ΘΕΣΠΡΩΤΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,83,Name,Αθανασιάδης Αθανασίου Σταύρος,Period,Α'(17/11/1974-22/10/1977),Date,17/11/1974,Administrative-Region,ΚΟΖΑΝΗΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,84,Name,Αθανασιάδης Αθανασίου Σταύρος,Period,Β'(20/11/1977-19/09/1981),Date,20/11/1977,Administrative-Region,ΚΟΖΑΝΗΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,85,Name,Αθανασιάδης Θεοδώρου Αλέξανδρος,Period,Ι'(09/04/2000-11/02/2004),Date,09/04/2000,Administrative-Region,ΚΟΖΑΝΗΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,86,Name,Αθανασιάδης Θεοδώρου Αλέξανδρος,Period,ΙΒ'(16/09/2007-07/09/2009),Date,16/09/2007,Administrative-Region,ΚΟΖΑΝΗΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,87,Name,Αθανασιάδης Θεοδώρου Αλέξανδρος,Period,ΙΓ΄(04/10/2009-11/04/2012),Date,04/10/2009,Administrative-Region,ΚΟΖΑΝΗΣ,Parliamentary-Party,ΠΑ.ΣΟ.Κ.,Description,Εκλογής,,
No.,88,Name,Αθανασιάδης Θεοδώρου Αλέξανδρος,Period,ΙΓ΄(04/10/2009-11/04/2012),Date,12/02/2012,Administrative-Region,ΚΟΖΑΝΗΣ,Parliamentary-Party,ΑΝΕΞΑΡΤΗΤΟΙ,Description,ΕτέθηεκτόςΚοινοβουλευτικήςΟμάδας,,
No.,89,Name,Αθανασίου  Χριστόφα Χαράλαμπος ,Period,ΙΔ΄(06/05/2012-19/05/2012),Date,06/05/2012,Administrative-Region,ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
No.,90,Name,Αθανασίου  Χριστόφα Χαράλαμπος ,Period,ΙΕ΄(17/06/2012-31/12/2014),Date,17/06/2012,Administrative-Region,ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party,ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description,Εκλογής,,
