date,event,member_name,member_role,gov_date_from,gov_date_to,gov_name
2015-09-21,παραιτηση,νικολαου χριστοδουλακη,"υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,ιωαννη γιαγκου,υπουργου εθνικης αμυνας,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,αγγελικης-ευφροσυνης κιαου-δημακου,"υπουργου πολιτισμου, παιδειας και θρησκευματων",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,ιωαννη γκολια,"υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,δημητριου παπαγγελοπουλου,"υπουργου δικαιοσυνης, διαφανειας και ανθρωπινων δικαιωματων",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,πετρου μολυβιατη,υπουργου εξωτερικων,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,γεωργιου χουλιαρακη,υπουργου οικονομικων,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,δημητριου μουστακα,"υπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,μελετιου-αθανασιου δημοπουλου,υπουργου υγειας,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,ελευθεριου παπαγεωργοπουλου,υπουργου επικρατειας,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,παναγιωτη νικολουδη,υπουργου επικρατειας,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,αντωνιου μακρυδημητρη,αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,ιωαννη μουζαλα,αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,χρηστου ζωη,"αναπληρωτη υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,αλκηστις αττικιουζελ (πρωτοψαλτη),"αναπληρωτριας υπουργου οικονομιας, υποδομων, ναυτιλιας και τουρισμου",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,μαρινας λαμπρακη-πλακα,"αναπληρωτριας υπουργου πολιτισμου, παιδειας και θρησκευματων",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,κωνσταντινου μουσουρουλη,"αναπληρωτη υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,δημητριου μελα,"αναπληρωτη υπουργου παραγωγικης ανασυγκροτησης, περιβαλλοντος και ενεργειας",2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,σπυριδωνος φλογαιτη,αναπληρωτη υπουργου εξωτερικων,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,τρυφωνος αλεξιαδη,αναπληρωτη υπουργου οικονομικων,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,ξενοφωντος-ροδολφου μορωνη,υφυπουργου στον πρωθυπουργο,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,παραιτηση,φιλιππου τσαλιδη,υφυπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-08-27,2015-09-21,θανου-χριστοφιλου βασιλικης (υπηρεσιακη)
2015-09-21,διορισμος,αλεξιου τσιπρα,πρωθυπουργου,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,ιωαννη δραγασακη,αντιπροεδρου της κυβερνησης,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,παναγιωτη κουρουμπλη,"υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,γεωργιου σταθακη,"υπουργου οικονομιας, αναπτυξης και τουρισμου",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,παναγιωτη καμμενου,υπουργου εθνικης αμυνας,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,νικολαου φιλη,"υπουργου παιδειας, ερευνας και θρησκευματων",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,νικολαου κοτζια,υπουργου εξωτερικων,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,νικολαου παρασκευοπουλου,"υπουργου δικαιοσυνης, διαφανειας και ανθρωπινων δικαιωματων",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,γεωργιου κατρουγκαλου,"υπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,ανδρεα ξανθου,υπουργου υγειας,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,αριστειδη-νικολαου-δημητριου μπαλτα,υπουργου πολιτισμου και αθλητισμου,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,ευκλειδη τσακαλωτου,υπουργου οικονομικων,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,παναγιωτη σκουρλετη,υπουργου περιβαλλοντος και ενεργειας,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,χρηστου σπιρτζη,"υπουργου υποδομων, μεταφορων και δικτυων",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,θεοδωρου δριτσα,υπουργου ναυτιλιας και νησιωτικης πολιτικης,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,ευαγγελου αποστολου,υπουργου αγροτικης αναπτυξης και τροφιμων,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,νικολαου παππα,υπουργου επικρατειας,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,αλεξανδρου φλαμπουραρη,υπουργου επικρατειας,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,χριστοφορου βερναρδακη,αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,νικολαου τοσκα,"αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,ιωαννη μουζαλα,"αναπληρωτη υπουργου εσωτερικων και διοικητικης ανασυγκροτησης,",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,ελενας κουντουρα,"αναπληρωτριας υπουργου οικονομιας, αναπτυξης και τουρισμου,",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,δημητριου βιτσα,αναπληρωτη υπουργου εθνικης αμυνας,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,αθανασιας αναγνωστοπουλου,"αναπληρωτριας υπουργου παιδειας, ερευνας και θρησκευματων,",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,κωνσταντινου φωτακη,"αναπληρωτη υπουργου παιδειας, ερευνας και θρησκευματων,",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,νικολαου ξυδακη,αναπληρωτη υπουργου εξωτερικων,2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,δημητριου παπαγγελοπουλου,"αναπληρωτη υπουργου δικαιοσυνης, διαφανειας και ανθρωπινων δικαιωματων",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
2015-09-23,διορισμος,θεανως φωτιου,"αναπληρωτριας υπουργου εργασιας, κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης",2015-09-21,2019-07-08,τσιπρα π. αλεξιου
