No:1,Name: Βουλευτής,NO DATA
No:2,Name:Αβδελάς Κωνσταντίνου Απόστολος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:Α'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΕΛΛΗΝΙΚΗΛΥΣΗ-ΚΥΡΙΑΚΟΣΒΕΛΟΠΟΥΛΟΣ,Description:Εκλογής 
No:234,Name:Γαληνός Μιχαήλ Σπυρίδων (Σπύρος),Period:ΙΓ΄(04/10/2009-11/04/2012),Date:12/02/2012,Administrative-Region:ΛΕΣΒΟΥ,Parliamentary-Party:ΑΝΕΞΑΡΤΗΤΟΙ,Description:ΕτέθηεκτόςΚοινοβουλευτικήςΟμάδας
No:234,Name:Γαληνός Μιχαήλ Σπυρίδων (Σπύρος),Period:ΙΓ΄(04/10/2009-11/04/2012),Date:03/04/2012,Administrative-Region:ΛΕΣΒΟΥ,Parliamentary-Party:ΑΝΕΞΑΡΤΗΤΟΙΕΛΛΗΝΕΣ-ΠΑΝΟΣΚΑΜΜΕΝΟΣ,Description:Προσχώρησης/ΕπανένταξηςσεΚ.Ο
No:235,Name:Γαλλής Δημοσθένη Λεωνίδας,Period:Α'(17/11/1974-22/10/1977),Date:14/11/1974,Administrative-Region:ΦΘΙΩΤΙΔΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:235,Name:Γαλλής Δημοσθένη Λεωνίδας,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:ΦΘΙΩΤΙΔΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:236,Name:Γαρουφαλιάς Βασιλείου Γεώργιος,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:ΛΑΡΙΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:236,Name:Γαρουφαλιάς Βασιλείου Γεώργιος,Period:Θ΄(22/09/1996-14/03/2000),Date:10/07/1997,Administrative-Region:ΛΑΡΙΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:ΈκπτωσηςΒουλευτικούΑξιώματος(αντικαταστάτης:ΠαπαδημόπουλοςΙωάννηςΔημητρίου)
No:236,Name:Γαρουφαλιάς Βασιλείου Γεώργιος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΛΑΡΙΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:236,Name:Γαρουφαλιάς Βασιλείου Γεώργιος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΛΑΡΙΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:237,Name:Γάσπαρος Ιωάννη Διονύσιος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΖΑΚΥΝΘΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:238,Name:Γαυγιωτάκης Ευαγγέλου Μιχαήλ,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΗΡΑΚΛΕΙΟΥ,Parliamentary-Party:ΣΠΑΡΤΙΑΤΕΣ,Description:Εκλογής
No:239,Name:Γείτονας Ιωάννη Κωνσταντίνος,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:239,Name:Γείτονας Ιωάννη Κωνσταντίνος,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:239,Name:Γείτονας Ιωάννη Κωνσταντίνος,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:239,Name:Γείτονας Ιωάννη Κωνσταντίνος,Period:Ζ'(08/04/1990-11/09/1993),Date:25/01/1991,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:ΈκπτωσηςΒουλευτικούΑξιώματος(αντικαταστάτης:ΠαπαϊωάννουΜιλτιάδηςΗλία)
No:239,Name:Γείτονας Ιωάννη Κωνσταντίνος,Period:Η'(10/10/1993-24/08/1996),Date:10/10/1993,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:239,Name:Γείτονας Ιωάννη Κωνσταντίνος,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:239,Name:Γείτονας Ιωάννη Κωνσταντίνος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:239,Name:Γείτονας Ιωάννη Κωνσταντίνος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:239,Name:Γείτονας Ιωάννη Κωνσταντίνος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:239,Name:Γείτονας Ιωάννη Κωνσταντίνος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:240,Name:Γελαλής Λεωνίδα Δημήτρης,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΛΑΡΙΣΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:241,Name:Γεννηματά Γεωργίου Φωτεινή (Φώφη),Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:241,Name:Γεννηματά Γεωργίου Φωτεινή (Φώφη),Period:Ι'(09/04/2000-11/02/2004),Date:31/12/2002,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα(αντικαταστάτης:ΑνουσάκηΕλένη-ΗλέκτραΕυαγγέλου)
No:241,Name:Γεννηματά Γεωργίου Φωτεινή (Φώφη),Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:241,Name:Γεννηματά Γεωργίου Φωτεινή (Φώφη),Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:241,Name:Γεννηματά Γεωργίου Φωτεινή (Φώφη),Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΔΗΜΟΚΡΑΤΙΚΗΣΥΜΠΑΡΑΤΑΞΗ(ΠΑΝΕΛΛΗΝΙΟΣΟΣΙΑΛΙΣΤΙΚΟΚΙΝΗΜΑ-ΔΗΜΟΚΡΑΤΙΚΗΑΡΙΣΤΕΡΑ),Description:Εκλογής
No:241,Name:Γεννηματά Γεωργίου Φωτεινή (Φώφη),Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:Β3΄ΝΟΤΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description:Εκλογής
No:241,Name:Γεννηματά Γεωργίου Φωτεινή (Φώφη),Period:ΙΗ΄(17/07/2019-22/04/2023),Date:25/10/2021,Administrative-Region:Β3΄ΝΟΤΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description:Απεβίωσε
No:242,Name:Γεννιά Σωκράτη Γεωργία,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:Α'ΠΕΙΡΑΙΩΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:243,Name:Γεράκης Κωνσταντίνου Παναγής,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΚΕΦΑΛΛΗΝΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:243,Name:Γεράκης Κωνσταντίνου Παναγής,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:ΚΕΦΑΛΛΗΝΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:244,Name:Γερανίδης Θεοδώρου Βασίλειος,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:244,Name:Γερανίδης Θεοδώρου Βασίλειος,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:244,Name:Γερανίδης Θεοδώρου Βασίλειος,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:244,Name:Γερανίδης Θεοδώρου Βασίλειος,Period:Η'(10/10/1993-24/08/1996),Date:10/10/1993,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:244,Name:Γερανίδης Θεοδώρου Βασίλειος,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:244,Name:Γερανίδης Θεοδώρου Βασίλειος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:244,Name:Γερανίδης Θεοδώρου Βασίλειος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:244,Name:Γερανίδης Θεοδώρου Βασίλειος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:244,Name:Γερανίδης Θεοδώρου Βασίλειος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:245,Name:Γεραπετρίτης Βασιλείου Γεώργιος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:246,Name:Γερασιμίδου Νικολάου Ελένη,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:246,Name:Γερασιμίδου Νικολάου Ελένη,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:246,Name:Γερασιμίδου Νικολάου Ελένη,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:246,Name:Γερασιμίδου Νικολάου Ελένη,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:Α΄ΑΝΑΤΟΛΙΚΗΣΑΤΤΙΚΗΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:246,Name:Γερασιμίδου Νικολάου Ελένη,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:15/07/2019,Administrative-Region:Α΄ΑΝΑΤΟΛΙΚΗΣΑΤΤΙΚΗΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα(αντικαταστάτης:ΓκιόκαςΙωάννηςΧρήστου)
No:247,Name:Γερμανίδης Ιωάννη Αθανάσιος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΦΛΩΡΙΝΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:248,Name:Γερμενής Σπυρίδωνος Γεώργιος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΛΑΪΚΟΣΣΥΝΔΕΣΜΟΣ-ΧΡΥΣΗΑΥΓΗ,Description:Εκλογής
No:248,Name:Γερμενής Σπυρίδωνος Γεώργιος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΛΑΪΚΟΣΣΥΝΔΕΣΜΟΣ-ΧΡΥΣΗΑΥΓΗ,Description:Εκλογής
No:248,Name:Γερμενής Σπυρίδωνος Γεώργιος,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΛΑΪΚΟΣΣΥΝΔΕΣΜΟΣ-ΧΡΥΣΗΑΥΓΗ,Description:Εκλογής
No:248,Name:Γερμενής Σπυρίδωνος Γεώργιος,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΛΑΪΚΟΣΣΥΝΔΕΣΜΟΣ-ΧΡΥΣΗΑΥΓΗ,Description:Εκλογής
No:249,Name:Γεροβασίλη Βασιλείου Όλγα,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΑΡΤΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:249,Name:Γεροβασίλη Βασιλείου Όλγα,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΑΡΤΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:249,Name:Γεροβασίλη Βασιλείου Όλγα,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΑΡΤΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:249,Name:Γεροβασίλη Βασιλείου Όλγα,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:ΑΡΤΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:249,Name:Γεροβασίλη Βασιλείου Όλγα,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΑΡΤΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:249,Name:Γεροβασίλη Βασιλείου Όλγα,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΑΡΤΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ-ΠΡΟΟΔΕΥΤΙΚΗΣΥΜΜΑΧΙΑ,Description:Εκλογής
No:249,Name:Γεροβασίλη Βασιλείου Όλγα,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΑΡΤΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ-ΠΡΟΟΔΕΥΤΙΚΗΣΥΜΜΑΧΙΑ,Description:Εκλογής
No:250,Name:Γεροντόπουλος Χριστόδουλου Κυριάκος,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:ΕΒΡΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:250,Name:Γεροντόπουλος Χριστόδουλου Κυριάκος,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:ΕΒΡΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:250,Name:Γεροντόπουλος Χριστόδουλου Κυριάκος,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:ΕΒΡΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:250,Name:Γεροντόπουλος Χριστόδουλου Κυριάκος,Period:Ζ'(08/04/1990-11/09/1993),Date:09/09/1993,Administrative-Region:ΕΒΡΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα(αντικαταστάτης:ΚαβαρατζήςΙωάννηςΣταύρου)
No:250,Name:Γεροντόπουλος Χριστόδουλου Κυριάκος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:ΕΒΡΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:250,Name:Γεροντόπουλος Χριστόδουλου Κυριάκος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΕΒΡΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:250,Name:Γεροντόπουλος Χριστόδουλου Κυριάκος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΕΒΡΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:251,Name:Γερουλάνος Μαρίνου Παύλος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:251,Name:Γερουλάνος Μαρίνου Παύλος,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑΣΟΚ-ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description:Εκλογής
No:251,Name:Γερουλάνος Μαρίνου Παύλος,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΠΑΣΟΚ-ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description:Εκλογής
No:252,Name:Γεωργακόπουλος Χρήστου Δημήτριος,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:252,Name:Γεωργακόπουλος Χρήστου Δημήτριος,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:252,Name:Γεωργακόπουλος Χρήστου Δημήτριος,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:252,Name:Γεωργακόπουλος Χρήστου Δημήτριος,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:252,Name:Γεωργακόπουλος Χρήστου Δημήτριος,Period:Η'(10/10/1993-24/08/1996),Date:10/10/1993,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:252,Name:Γεωργακόπουλος Χρήστου Δημήτριος,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:252,Name:Γεωργακόπουλος Χρήστου Δημήτριος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:252,Name:Γεωργακόπουλος Χρήστου Δημήτριος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:253,Name:Γεωργαντάς Παύλου Γεώργιος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΚΙΛΚΙΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:253,Name:Γεωργαντάς Παύλου Γεώργιος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΚΙΛΚΙΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:253,Name:Γεωργαντάς Παύλου Γεώργιος,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΚΙΛΚΙΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:253,Name:Γεωργαντάς Παύλου Γεώργιος,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:ΚΙΛΚΙΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:253,Name:Γεωργαντάς Παύλου Γεώργιος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΚΙΛΚΙΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:253,Name:Γεωργαντάς Παύλου Γεώργιος,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΚΙΛΚΙΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:253,Name:Γεωργαντάς Παύλου Γεώργιος,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΚΙΛΚΙΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:254,Name:Γεωργιάδης Αθανασίου Σπυρίδων - Άδωνις ,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΛΑ.Ο.Σ.,Description:Εκλογής
No:254,Name:Γεωργιάδης Αθανασίου Σπυρίδων - Άδωνις ,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΛΑ.Ο.Σ.,Description:Εκλογής
No:254,Name:Γεωργιάδης Αθανασίου Σπυρίδων - Άδωνις ,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:12/02/2012,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΑΝΕΞΑΡΤΗΤΟΙ,Description:ΕτέθηεκτόςΚοινοβουλευτικήςΟμάδας
No:254,Name:Γεωργιάδης Αθανασίου Σπυρίδων - Άδωνις ,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:17/02/2012,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΑΝΕΞΑΡΤΗΤΟΙ,Description:ΈκπτωσηςΒουλευτικούΑξιώματος(αντικαταστάτης:ΝτουκάκηςΜανούσοςΙωάννη)
No:254,Name:Γεωργιάδης Αθανασίου Σπυρίδων - Άδωνις ,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:254,Name:Γεωργιάδης Αθανασίου Σπυρίδων - Άδωνις ,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
